,sigla_uf,cod_uf,tipo_preco,preco
773,PA,43,CUB R1,1846.52
774,PA,50,CUB R1,1894.77
775,PA,50,CUB R1,1846.52
776,PA,51,CUB R1,1894.77
777,PA,51,CUB R1,1846.52
778,PA,52,CUB R1,1894.77
779,PA,52,CUB R1,1846.52
780,PA,53,CUB R1,1894.77
781,PA,53,CUB R1,1846.52
782,PA,99,CUB R1,1894.77
783,PA,99,CUB R1,1846.52
784,PB,11,CUB R1,1611.82
785,PB,11,CUB R1,1619.98
786,PB,12,CUB R1,1619.98
787,PB,12,CUB R1,1611.82
788,PB,13,CUB R1,1619.98
789,PB,13,CUB R1,1611.82
790,PB,14,CUB R1,1619.98
791,PB,14,CUB R1,1611.82
792,PB,15,CUB R1,1619.98
793,PB,15,CUB R1,1611.82
794,PB,16,CUB R1,1619.98
795,PB,16,CUB R1,1611.82
796,PB,17,CUB R1,1619.98
797,PB,17,CUB R1,1611.82
798,PB,21,CUB R1,1619.98
799,PB,21,CUB R1,1611.82
800,PB,22,CUB R1,1619.98
801,PB,22,CUB R1,1611.82
802,PB,23,CUB R1,1619.98
803,PB,23,CUB R1,1611.82
804,PB,24,CUB R1,1619.98
805,PB,24,CUB R1,1611.82
806,PB,25,CUB R1,1619.98
807,PB,25,CUB R1,1611.82
808,PB,26,CUB R1,1619.98
809,PB,26,CUB R1,1611.82
810,PB,27,CUB R1,1619.98
811,PB,27,CUB R1,1611.82
812,PB,28,CUB R1,1619.98
813,PB,28,CUB R1,1611.82
814,PB,29,CUB R1,1619.98
815,PB,29,CUB R1,1611.82
816,PB,31,CUB R1,1619.98
817,PB,31,CUB R1,1611.82
818,PB,32,CUB R1,1619.98
819,PB,32,CUB R1,1611.82
820,PB,33,CUB R1,1619.98
821,PB,33,CUB R1,1611.82
822,PB,35,CUB R1,1619.98
823,PB,35,CUB R1,1611.82
824,PB,41,CUB R1,1619.98
825,PB,41,CUB R1,1611.82
826,PB,42,CUB R1,1619.98
827,PB,42,CUB R1,1611.82
828,PB,43,CUB R1,1619.98
829,PB,43,CUB R1,1611.82
830,PB,50,CUB R1,1619.98
831,PB,50,CUB R1,1611.82
832,PB,51,CUB R1,1619.98
833,PB,51,CUB R1,1611.82
834,PB,52,CUB R1,1619.98
835,PB,52,CUB R1,1611.82
836,PB,53,CUB R1,1619.98
837,PB,53,CUB R1,1611.82
838,PB,99,CUB R1,1619.98
839,PB,99,CUB R1,1611.82
840,PE,11,CUB R1,2235.27
841,PE,11,CUB R1,2303.65
842,PE,12,CUB R1,2235.27
843,PE,12,CUB R1,2303.65
844,PE,13,CUB R1,2235.27
845,PE,13,CUB R1,2303.65
846,PE,14,CUB R1,2235.27
847,PE,14,CUB R1,2303.65
848,PE,15,CUB R1,2235.27
849,PE,15,CUB R1,2303.65
850,PE,16,CUB R1,2235.27
851,PE,16,CUB R1,2303.65
852,PE,17,CUB R1,2235.27
853,PE,17,CUB R1,2303.65
854,PE,21,CUB R1,2235.27
855,PE,21,CUB R1,2303.65
856,PE,22,CUB R1,2235.27
857,PE,22,CUB R1,2303.65
858,PE,23,CUB R1,2235.27
859,PE,23,CUB R1,2303.65
860,PE,24,CUB R1,2235.27
861,PE,24,CUB R1,2303.65
862,PE,25,CUB R1,2235.27
863,PE,25,CUB R1,2303.65
864,PE,26,CUB R1,2235.27
865,PE,26,CUB R1,2303.65
866,PE,27,CUB R1,2235.27
867,PE,27,CUB R1,2303.65
868,PE,28,CUB R1,2303.65
869,PE,28,CUB R1,2235.27
870,PE,29,CUB R1,2235.27
871,PE,29,CUB R1,2303.65
872,PE,31,CUB R1,2235.27
873,PE,31,CUB R1,2303.65
874,PE,32,CUB R1,2235.27
875,PE,32,CUB R1,2303.65
876,PE,33,CUB R1,2235.27
877,PE,33,CUB R1,2303.65
878,PE,35,CUB R1,2235.27
879,PE,35,CUB R1,2303.65
880,PE,41,CUB R1,2235.27
881,PE,41,CUB R1,2303.65
882,PE,42,CUB R1,2235.27
883,PE,42,CUB R1,2303.65
884,PE,43,CUB R1,2235.27
885,PE,43,CUB R1,2303.65
886,PE,50,CUB R1,2235.27
887,PE,50,CUB R1,2303.65
888,PE,51,CUB R1,2235.27
889,PE,51,CUB R1,2303.65
890,PE,52,CUB R1,2235.27
891,PE,52,CUB R1,2303.65
892,PE,53,CUB R1,2235.27
893,PE,53,CUB R1,2303.65
894,PE,99,CUB R1,2235.27
895,PE,99,CUB R1,2303.65
896,PI,11,CUB R1,1897.3
897,PI,11,CUB R1,1885.56
898,PI,12,CUB R1,1897.3
899,PI,12,CUB R1,1885.56
900,PI,13,CUB R1,1897.3
901,PI,13,CUB R1,1885.56
902,PI,14,CUB R1,1897.3
903,PI,14,CUB R1,1885.56
904,PI,15,CUB R1,1897.3
905,PI,15,CUB R1,1885.56
906,PI,16,CUB R1,1897.3
907,PI,16,CUB R1,1885.56
908,PI,17,CUB R1,1897.3
909,PI,17,CUB R1,1885.56
910,PI,21,CUB R1,1897.3
911,PI,21,CUB R1,1885.56
912,PI,22,CUB R1,1897.3
913,PI,22,CUB R1,1885.56
914,PI,23,CUB R1,1897.3
915,PI,23,CUB R1,1885.56
916,PI,24,CUB R1,1897.3
917,PI,24,CUB R1,1885.56
918,PI,25,CUB R1,1897.3
919,PI,25,CUB R1,1885.56
920,PI,26,CUB R1,1897.3
921,PI,26,CUB R1,1885.56
922,PI,27,CUB R1,1897.3
923,PI,27,CUB R1,1885.56
924,PI,28,CUB R1,1897.3
925,PI,28,CUB R1,1885.56
926,PI,29,CUB R1,1897.3
927,PI,29,CUB R1,1885.56
928,PI,31,CUB R1,1897.3
929,PI,31,CUB R1,1885.56
930,PI,32,CUB R1,1897.3
931,PI,32,CUB R1,1885.56
932,PI,33,CUB R1,1897.3
933,PI,33,CUB R1,1885.56
934,PI,35,CUB R1,1897.3
935,PI,35,CUB R1,1885.56
936,PI,41,CUB R1,1897.3
937,PI,41,CUB R1,1885.56
938,PI,42,CUB R1,1897.3
939,PI,42,CUB R1,1885.56
940,PI,43,CUB R1,1897.3
941,PI,43,CUB R1,1885.56
942,PI,50,CUB R1,1897.3
943,PI,50,CUB R1,1885.56
944,PI,51,CUB R1,1897.3
945,PI,51,CUB R1,1885.56
946,PI,52,CUB R1,1897.3
947,PI,52,CUB R1,1885.56
948,PI,53,CUB R1,1897.3
949,PI,53,CUB R1,1885.56
950,PI,99,CUB R1,1885.56
951,PI,99,CUB R1,1897.3
952,PR,11,CUB R1,2337.72
953,PR,11,CUB R1,2220.69
954,PR,12,CUB R1,2220.69
955,PR,12,CUB R1,2337.72
956,PR,13,CUB R1,2220.69
957,PR,13,CUB R1,2337.72
958,PR,14,CUB R1,2220.69
959,PR,14,CUB R1,2337.72
960,PR,15,CUB R1,2220.69
961,PR,15,CUB R1,2337.72
962,PR,16,CUB R1,2220.69
963,PR,16,CUB R1,2337.72
964,PR,17,CUB R1,2220.69
965,PR,17,CUB R1,2337.72
966,PR,21,CUB R1,2220.69
967,PR,21,CUB R1,2337.72
968,PR,22,CUB R1,2220.69
969,PR,22,CUB R1,2337.72
970,PR,23,CUB R1,2220.69
971,PR,23,CUB R1,2337.72
972,PR,24,CUB R1,2220.69
973,PR,24,CUB R1,2337.72
974,PR,25,CUB R1,2220.69
975,PR,25,CUB R1,2337.72
976,PR,26,CUB R1,2220.69
977,PR,26,CUB R1,2337.72
978,PR,27,CUB R1,2220.69
979,PR,27,CUB R1,2337.72
980,PR,28,CUB R1,2220.69
981,PR,28,CUB R1,2337.72
982,PR,29,CUB R1,2220.69
983,PR,29,CUB R1,2337.72
984,PR,31,CUB R1,2220.69
985,PR,31,CUB R1,2337.72
986,PR,32,CUB R1,2220.69
987,PR,32,CUB R1,2337.72
988,PR,33,CUB R1,2220.69
989,PR,33,CUB R1,2337.72
990,PR,35,CUB R1,2220.69
991,PR,35,CUB R1,2337.72
992,PR,41,CUB R1,2220.69
993,PR,41,CUB R1,2337.72
994,PR,42,CUB R1,2220.69
995,PR,42,CUB R1,2337.72
996,PR,43,CUB R1,2220.69
997,PR,43,CUB R1,2337.72
998,PR,50,CUB R1,2220.69
999,PR,50,CUB R1,2337.72
1000,PR,51,CUB R1,2220.69
1001,PR,51,CUB R1,2337.72
1002,PR,52,CUB R1,2220.69
1003,PR,52,CUB R1,2337.72
1004,PR,53,CUB R1,2220.69
1005,PR,53,CUB R1,2337.72
1006,PR,99,CUB R1,2220.69
1007,PR,99,CUB R1,2337.72
1008,RJ,11,CUB R1,2201.97
1009,RJ,11,CUB R1,2293.56
1010,RJ,12,CUB R1,2201.97
1011,RJ,12,CUB R1,2293.56
1012,RJ,13,CUB R1,2201.97
1013,RJ,13,CUB R1,2293.56
1014,RJ,14,CUB R1,2201.97
1015,RJ,14,CUB R1,2293.56
1016,RJ,15,CUB R1,2201.97
1017,RJ,15,CUB R1,2293.56
1018,RJ,16,CUB R1,2201.97
1019,RJ,16,CUB R1,2293.56
1020,RJ,17,CUB R1,2201.97
1021,RJ,17,CUB R1,2293.56
1022,RJ,21,CUB R1,2201.97
1023,RJ,21,CUB R1,2293.56
1024,RJ,22,CUB R1,2201.97
1025,RJ,22,CUB R1,2293.56
1026,RJ,23,CUB R1,2201.97
1027,RJ,23,CUB R1,2293.56
1028,RJ,24,CUB R1,2201.97
1029,RJ,24,CUB R1,2293.56
1030,RJ,25,CUB R1,2201.97
1031,RJ,25,CUB R1,2293.56
1032,RJ,26,CUB R1,2201.97
1033,RJ,26,CUB R1,2293.56
1034,RJ,27,CUB R1,2201.97
1035,RJ,27,CUB R1,2293.56
1036,RJ,28,CUB R1,2201.97
1037,RJ,28,CUB R1,2293.56
1038,RJ,29,CUB R1,2201.97
1039,RJ,29,CUB R1,2293.56
1040,RJ,31,CUB R1,2201.97
1041,RJ,31,CUB R1,2293.56
1042,RJ,32,CUB R1,2201.97
1043,RJ,32,CUB R1,2293.56
1044,RJ,33,CUB R1,2201.97
1045,RJ,33,CUB R1,2293.56
1046,RJ,35,CUB R1,2201.97
1047,RJ,35,CUB R1,2293.56
1048,RJ,41,CUB R1,2201.97
1049,RJ,41,CUB R1,2293.56
1050,RJ,42,CUB R1,2201.97
1051,RJ,42,CUB R1,2293.56
1052,RJ,43,CUB R1,2201.97
1053,RJ,43,CUB R1,2293.56
1054,RJ,50,CUB R1,2201.97
1055,RJ,50,CUB R1,2293.56
1056,RJ,51,CUB R1,2201.97
1057,RJ,51,CUB R1,2293.56
1058,RJ,52,CUB R1,2201.97
1059,RJ,52,CUB R1,2293.56
1060,RJ,53,CUB R1,2201.97
1061,RJ,53,CUB R1,2293.56
1062,RJ,99,CUB R1,2201.97
1063,RJ,99,CUB R1,2293.56
1064,RN,11,CUB R1,2010.74
1065,RN,11,CUB R1,1911.48
1066,RN,12,CUB R1,2010.74
1067,RN,12,CUB R1,1911.48
1068,RN,13,CUB R1,2010.74
1069,RN,13,CUB R1,1911.48
1070,RN,14,CUB R1,2010.74
1071,RN,14,CUB R1,1911.48
1072,RN,15,CUB R1,2010.74
1073,RN,15,CUB R1,1911.48
1074,RN,16,CUB R1,2010.74
1075,RN,16,CUB R1,1911.48
1076,RN,17,CUB R1,2010.74
1077,RN,17,CUB R1,1911.48
1078,RN,21,CUB R1,2010.74
1079,RN,21,CUB R1,1911.48
1080,RN,22,CUB R1,2010.74
1081,RN,22,CUB R1,1911.48
1082,RN,23,CUB R1,2010.74
1083,RN,23,CUB R1,1911.48
1084,RN,24,CUB R1,2010.74
1085,RN,24,CUB R1,1911.48
1086,RN,25,CUB R1,2010.74
1087,RN,25,CUB R1,1911.48
1088,RN,26,CUB R1,2010.74
1089,RN,26,CUB R1,1911.48
1090,RN,27,CUB R1,2010.74
1091,RN,27,CUB R1,1911.48
1092,RN,28,CUB R1,2010.74
1093,RN,28,CUB R1,1911.48
1094,RN,29,CUB R1,2010.74
1095,RN,29,CUB R1,1911.48
1096,RN,31,CUB R1,2010.74
1097,RN,31,CUB R1,1911.48
1098,RN,32,CUB R1,2010.74
1099,RN,32,CUB R1,1911.48
1100,RN,33,CUB R1,2010.74
1101,RN,33,CUB R1,1911.48
1102,RN,35,CUB R1,2010.74
1103,RN,35,CUB R1,1911.48
1104,RN,41,CUB R1,2010.74
1105,RN,41,CUB R1,1911.48
1106,RN,42,CUB R1,2010.74
1107,RN,42,CUB R1,1911.48
1108,RN,43,CUB R1,2010.74
1109,RN,43,CUB R1,1911.48
1110,RN,50,CUB R1,2010.74
1111,RN,50,CUB R1,1911.48
1112,RN,51,CUB R1,2010.74
1113,RN,51,CUB R1,1911.48
1114,RN,52,CUB R1,2010.74
1115,RN,52,CUB R1,1911.48
1116,RN,53,CUB R1,2010.74
1117,RN,53,CUB R1,1911.48
1118,RN,99,CUB R1,2010.74
1119,RN,99,CUB R1,1911.48
1120,RO,11,CUB R1,1938.75
1121,RO,11,CUB R1,1828.12
1122,RO,12,CUB R1,1938.75
1123,RO,12,CUB R1,1828.12
1124,RO,13,CUB R1,1828.12
1125,RO,13,CUB R1,1938.75
1126,RO,14,CUB R1,1828.12
1127,RO,14,CUB R1,1938.75
1128,RO,15,CUB R1,1828.12
1129,RO,15,CUB R1,1938.75
1130,RO,16,CUB R1,1828.12
1131,RO,16,CUB R1,1938.75
1132,RO,17,CUB R1,1828.12
1133,RO,17,CUB R1,1938.75
1134,RO,21,CUB R1,1828.12
1135,RO,21,CUB R1,1938.75
1136,RO,22,CUB R1,1828.12
1137,RO,22,CUB R1,1938.75
1138,RO,23,CUB R1,1828.12
1139,RO,23,CUB R1,1938.75
1140,RO,24,CUB R1,1828.12
1141,RO,24,CUB R1,1938.75
1142,RO,25,CUB R1,1828.12
1143,RO,25,CUB R1,1938.75
1144,RO,26,CUB R1,1828.12
1145,RO,26,CUB R1,1938.75
1146,RO,27,CUB R1,1828.12
1147,RO,27,CUB R1,1938.75
1148,RO,28,CUB R1,1828.12
1149,RO,28,CUB R1,1938.75
1150,RO,29,CUB R1,1828.12
1151,RO,29,CUB R1,1938.75
1152,RO,31,CUB R1,1828.12
1153,RO,31,CUB R1,1938.75
1154,RO,32,CUB R1,1828.12
1155,RO,32,CUB R1,1938.75
1156,RO,33,CUB R1,1828.12
1157,RO,33,CUB R1,1938.75
1158,RO,35,CUB R1,1828.12
1159,RO,35,CUB R1,1938.75
1160,RO,41,CUB R1,1828.12
1161,RO,41,CUB R1,1938.75
1162,RO,42,CUB R1,1828.12
1163,RO,42,CUB R1,1938.75
1164,RO,43,CUB R1,1828.12
1165,RO,43,CUB R1,1938.75
1166,RO,50,CUB R1,1828.12
1167,RO,50,CUB R1,1938.75
1168,RO,51,CUB R1,1828.12
1169,RO,51,CUB R1,1938.75
1170,RO,52,CUB R1,1828.12
1171,RO,52,CUB R1,1938.75
1172,RO,53,CUB R1,1828.12
1173,RO,53,CUB R1,1938.75
1174,RO,99,CUB R1,1828.12
1175,RO,99,CUB R1,1938.75
1176,RR,11,CUB R1,2188.15
1177,RR,11,CUB R1,2232.67
1178,RR,12,CUB R1,2232.67
1179,RR,12,CUB R1,2188.15
1180,RR,13,CUB R1,2188.15
1181,RR,13,CUB R1,2232.67
1182,RR,14,CUB R1,2188.15
1183,RR,14,CUB R1,2232.67
1184,RR,15,CUB R1,2188.15
1185,RR,15,CUB R1,2232.67
1186,RR,16,CUB R1,2188.15
1187,RR,16,CUB R1,2232.67
1188,RR,17,CUB R1,2188.15
1189,RR,17,CUB R1,2232.67
1190,RR,21,CUB R1,2188.15
1191,RR,21,CUB R1,2232.67
1192,RR,22,CUB R1,2188.15
1193,RR,22,CUB R1,2232.67
1194,RR,23,CUB R1,2188.15
1195,RR,23,CUB R1,2232.67
1196,RR,24,CUB R1,2188.15
1197,RR,24,CUB R1,2232.67
1198,RR,25,CUB R1,2188.15
1199,RR,25,CUB R1,2232.67
1200,RR,26,CUB R1,2188.15
1201,RR,26,CUB R1,2232.67
1202,RR,27,CUB R1,2188.15
1203,RR,27,CUB R1,2232.67
1204,RR,28,CUB R1,2188.15
1205,RR,28,CUB R1,2232.67
1206,RR,29,CUB R1,2188.15
1207,RR,29,CUB R1,2232.67
1208,RR,31,CUB R1,2188.15
1209,RR,31,CUB R1,2232.67
1210,RR,32,CUB R1,2188.15
1211,RR,32,CUB R1,2232.67
1212,RR,33,CUB R1,2188.15
1213,RR,33,CUB R1,2232.67
1214,RR,35,CUB R1,2188.15
1215,RR,35,CUB R1,2232.67
1216,RR,41,CUB R1,2188.15
1217,RR,41,CUB R1,2232.67
1218,RR,42,CUB R1,2188.15
1219,RR,42,CUB R1,2232.67
1220,RR,43,CUB R1,2188.15
1221,RR,43,CUB R1,2232.67
1222,RR,50,CUB R1,2188.15
1223,RR,50,CUB R1,2232.67
1224,RR,51,CUB R1,2188.15
1225,RR,51,CUB R1,2232.67
1226,RR,52,CUB R1,2188.15
1227,RR,52,CUB R1,2232.67
1228,RR,53,CUB R1,2188.15
1229,RR,53,CUB R1,2232.67
1230,RR,99,CUB R1,2188.15
1231,RR,99,CUB R1,2232.67
1232,RS,11,CUB R1,2371.18
1233,RS,11,CUB R1,2276.12
1234,RS,12,CUB R1,2371.18
1235,RS,12,CUB R1,2276.12
1236,RS,13,CUB R1,2371.18
1237,RS,13,CUB R1,2276.12
1238,RS,14,CUB R1,2371.18
1239,RS,14,CUB R1,2276.12
1240,RS,15,CUB R1,2371.18
1241,RS,15,CUB R1,2276.12
1242,RS,16,CUB R1,2371.18
1243,RS,16,CUB R1,2276.12
1244,RS,17,CUB R1,2371.18
1245,RS,17,CUB R1,2276.12
1246,RS,21,CUB R1,2371.18
1247,RS,21,CUB R1,2276.12
1248,RS,22,CUB R1,2371.18
1249,RS,22,CUB R1,2276.12
1250,RS,23,CUB R1,2371.18
1251,RS,23,CUB R1,2276.12
1252,RS,24,CUB R1,2371.18
1253,RS,24,CUB R1,2276.12
1254,RS,25,CUB R1,2371.18
1255,RS,25,CUB R1,2276.12
1256,RS,26,CUB R1,2371.18
1257,RS,26,CUB R1,2276.12
1258,RS,27,CUB R1,2371.18
1259,RS,27,CUB R1,2276.12
1260,RS,28,CUB R1,2371.18
1261,RS,28,CUB R1,2276.12
1262,RS,29,CUB R1,2371.18
1263,RS,29,CUB R1,2276.12
1264,RS,31,CUB R1,2371.18
1265,RS,31,CUB R1,2276.12
1266,RS,32,CUB R1,2371.18
1267,RS,32,CUB R1,2276.12
1268,RS,33,CUB R1,2371.18
1269,RS,33,CUB R1,2276.12
1270,RS,35,CUB R1,2371.18
1271,RS,35,CUB R1,2276.12
1272,RS,41,CUB R1,2371.18
1273,RS,41,CUB R1,2276.12
1274,RS,42,CUB R1,2371.18
1275,RS,42,CUB R1,2276.12
1276,RS,43,CUB R1,2371.18
1277,RS,43,CUB R1,2276.12
1278,RS,50,CUB R1,2371.18
1279,RS,50,CUB R1,2276.12
1280,RS,51,CUB R1,2371.18
1281,RS,51,CUB R1,2276.12
1282,RS,52,CUB R1,2371.18
1283,RS,52,CUB R1,2276.12
1284,RS,53,CUB R1,2371.18
1285,RS,53,CUB R1,2276.12
1286,RS,99,CUB R1,2371.18
1287,RS,99,CUB R1,2276.12
1288,SC,11,CUB R1,2506.8
1289,SC,11,CUB R1,2376.33
1290,SC,12,CUB R1,2506.8
1291,SC,12,CUB R1,2376.33
1292,SC,13,CUB R1,2506.8
1293,SC,13,CUB R1,2376.33
1294,SC,14,CUB R1,2506.8
1295,SC,14,CUB R1,2376.33
1296,SC,15,CUB R1,2506.8
1297,SC,15,CUB R1,2376.33
1298,SC,16,CUB R1,2506.8
1299,SC,16,CUB R1,2376.33
1300,SC,17,CUB R1,2506.8
1301,SC,17,CUB R1,2376.33
1302,SC,21,CUB R1,2506.8
1303,SC,21,CUB R1,2376.33
1304,SC,22,CUB R1,2506.8
1305,SC,22,CUB R1,2376.33
1306,SC,23,CUB R1,2506.8
1307,SC,23,CUB R1,2376.33
1308,SC,24,CUB R1,2506.8
1309,SC,24,CUB R1,2376.33
1310,SC,25,CUB R1,2506.8
1311,SC,25,CUB R1,2376.33
1312,SC,26,CUB R1,2506.8
1313,SC,26,CUB R1,2376.33
1314,SC,27,CUB R1,2506.8
1315,SC,27,CUB R1,2376.33
1316,SC,28,CUB R1,2506.8
1317,SC,28,CUB R1,2376.33
1318,SC,29,CUB R1,2506.8
1319,SC,29,CUB R1,2376.33
1320,SC,31,CUB R1,2506.8
1321,SC,31,CUB R1,2376.33
1322,SC,32,CUB R1,2506.8
1323,SC,32,CUB R1,2376.33
1324,SC,33,CUB R1,2506.8
1325,SC,33,CUB R1,2376.33
1326,SC,35,CUB R1,2506.8
1327,SC,35,CUB R1,2376.33
1328,SC,41,CUB R1,2506.8
1329,SC,41,CUB R1,2376.33
1330,SC,42,CUB R1,2506.8
1331,SC,42,CUB R1,2376.33
1332,SC,43,CUB R1,2506.8
1333,SC,43,CUB R1,2376.33
1334,SC,50,CUB R1,2506.8
1335,SC,50,CUB R1,2376.33
1336,SC,51,CUB R1,2506.8
1337,SC,51,CUB R1,2376.33
1338,SC,52,CUB R1,2506.8
1339,SC,52,CUB R1,2376.33
1340,SC,53,CUB R1,2506.8
1341,SC,53,CUB R1,2376.33
1342,SC,99,CUB R1,2506.8
1343,SC,99,CUB R1,2376.33
1344,SE,11,CUB R1,1635.77
1345,SE,11,CUB R1,1679.18
1346,SE,12,CUB R1,1679.18
1347,SE,12,CUB R1,1635.77
1348,SE,13,CUB R1,1679.18
1349,SE,13,CUB R1,1635.77
1350,SE,14,CUB R1,1679.18
1351,SE,14,CUB R1,1635.77
1352,SE,15,CUB R1,1679.18
1353,SE,15,CUB R1,1635.77
1354,SE,16,CUB R1,1679.18
1355,SE,16,CUB R1,1635.77
1356,SE,17,CUB R1,1679.18
1357,SE,17,CUB R1,1635.77
1358,SE,21,CUB R1,1679.18
1359,SE,21,CUB R1,1635.77
1360,SE,22,CUB R1,1679.18
1361,SE,22,CUB R1,1635.77
1362,SE,23,CUB R1,1679.18
1363,SE,23,CUB R1,1635.77
1364,SE,24,CUB R1,1679.18
1365,SE,24,CUB R1,1635.77
1366,SE,25,CUB R1,1679.18
1367,SE,25,CUB R1,1635.77
1368,SE,26,CUB R1,1679.18
1369,SE,26,CUB R1,1635.77
1370,SE,27,CUB R1,1679.18
1371,SE,27,CUB R1,1635.77
1372,SE,28,CUB R1,1679.18
1373,SE,28,CUB R1,1635.77
1374,SE,29,CUB R1,1679.18
1375,SE,29,CUB R1,1635.77
1376,SE,31,CUB R1,1679.18
1377,SE,31,CUB R1,1635.77
1378,SE,32,CUB R1,1679.18
1379,SE,32,CUB R1,1635.77
1380,SE,33,CUB R1,1679.18
1381,SE,33,CUB R1,1635.77
1382,SE,35,CUB R1,1679.18
1383,SE,35,CUB R1,1635.77
1384,SE,41,CUB R1,1679.18
1385,SE,41,CUB R1,1635.77
1386,SE,42,CUB R1,1679.18
1387,SE,42,CUB R1,1635.77
1388,SE,43,CUB R1,1679.18
1389,SE,43,CUB R1,1635.77
1390,SE,50,CUB R1,1679.18
1391,SE,50,CUB R1,1635.77
1392,SE,51,CUB R1,1679.18
1393,SE,51,CUB R1,1635.77
1394,SE,52,CUB R1,1679.18
1395,SE,52,CUB R1,1635.77
1396,SE,53,CUB R1,1679.18
1397,SE,53,CUB R1,1635.77
1398,SE,99,CUB R1,1679.18
1399,SE,99,CUB R1,1635.77
1400,SP,11,CUB R1,2084.08
1401,SP,11,CUB R1,1998.36
1402,SP,12,CUB R1,1998.36
1403,SP,12,CUB R1,2084.08
1404,SP,13,CUB R1,2084.08
1405,SP,13,CUB R1,1998.36
1406,SP,14,CUB R1,2084.08
1407,SP,14,CUB R1,1998.36
1408,SP,15,CUB R1,2084.08
1409,SP,15,CUB R1,1998.36
1410,SP,16,CUB R1,2084.08
1411,SP,16,CUB R1,1998.36
1412,SP,17,CUB R1,2084.08
1413,SP,17,CUB R1,1998.36
1414,SP,21,CUB R1,2084.08
1415,SP,21,CUB R1,1998.36
1416,SP,22,CUB R1,2084.08
1417,SP,22,CUB R1,1998.36
1418,SP,23,CUB R1,2084.08
1419,SP,23,CUB R1,1998.36
1420,SP,24,CUB R1,2084.08
1421,SP,24,CUB R1,1998.36
1422,SP,25,CUB R1,2084.08
1423,SP,25,CUB R1,1998.36
1424,SP,26,CUB R1,2084.08
1425,SP,26,CUB R1,1998.36
1426,SP,27,CUB R1,2084.08
1427,SP,27,CUB R1,1998.36
1428,SP,28,CUB R1,2084.08
1429,SP,28,CUB R1,1998.36
1430,SP,29,CUB R1,2084.08
1431,SP,29,CUB R1,1998.36
1432,SP,31,CUB R1,2084.08
1433,SP,31,CUB R1,1998.36
1434,SP,32,CUB R1,2084.08
1435,SP,32,CUB R1,1998.36
1436,SP,33,CUB R1,2084.08
1437,SP,33,CUB R1,1998.36
1438,SP,35,CUB R1,2084.08
1439,SP,35,CUB R1,1998.36
1440,SP,41,CUB R1,2084.08
1441,SP,41,CUB R1,1998.36
1442,SP,42,CUB R1,2084.08
1443,SP,42,CUB R1,1998.36
1444,SP,43,CUB R1,2084.08
1445,SP,43,CUB R1,1998.36
1446,SP,50,CUB R1,2084.08
1447,SP,50,CUB R1,1998.36
1448,SP,51,CUB R1,2084.08
1449,SP,51,CUB R1,1998.36
1450,SP,52,CUB R1,2084.08
1451,SP,52,CUB R1,1998.36
1452,SP,53,CUB R1,2084.08
1453,SP,53,CUB R1,1998.36
1454,SP,99,CUB R1,2084.08
1455,SP,99,CUB R1,1998.36
1456,TO,11,CUB R1,2159.24
1457,TO,11,CUB R1,2138.61
1458,TO,12,CUB R1,2159.24
1459,TO,12,CUB R1,2138.61
1460,TO,13,CUB R1,2159.24
1461,TO,13,CUB R1,2138.61
1462,TO,14,CUB R1,2159.24
1463,TO,14,CUB R1,2138.61
1464,TO,15,CUB R1,2159.24
1465,TO,15,CUB R1,2138.61
1466,TO,16,CUB R1,2159.24
1467,TO,16,CUB R1,2138.61
1468,TO,17,CUB R1,2159.24
1469,TO,17,CUB R1,2138.61
1470,TO,21,CUB R1,2159.24
1471,TO,21,CUB R1,2138.61
1472,TO,22,CUB R1,2159.24
1473,TO,22,CUB R1,2138.61
1474,TO,23,CUB R1,2159.24
1475,TO,23,CUB R1,2138.61
1476,TO,24,CUB R1,2159.24
1477,TO,24,CUB R1,2138.61
1478,TO,25,CUB R1,2159.24
1479,TO,25,CUB R1,2138.61
1480,TO,26,CUB R1,2159.24
1481,TO,26,CUB R1,2138.61
1482,TO,27,CUB R1,2159.24
1483,TO,27,CUB R1,2138.61
1484,TO,28,CUB R1,2159.24
1485,TO,28,CUB R1,2138.61
1486,TO,29,CUB R1,2159.24
1487,TO,29,CUB R1,2138.61
1488,TO,31,CUB R1,2159.24
1489,TO,31,CUB R1,2138.61
1490,TO,32,CUB R1,2159.24
1491,TO,32,CUB R1,2138.61
1492,TO,33,CUB R1,2159.24
1493,TO,33,CUB R1,2138.61
1494,TO,35,CUB R1,2159.24
1495,TO,35,CUB R1,2138.61
1496,TO,41,CUB R1,2159.24
1497,TO,41,CUB R1,2138.61
1498,TO,42,CUB R1,2159.24
1499,TO,42,CUB R1,2138.61
1500,TO,43,CUB R1,2159.24
1501,TO,43,CUB R1,2138.61
1502,TO,50,CUB R1,2159.24
1503,TO,50,CUB R1,2138.61
1504,TO,51,CUB R1,2159.24
1505,TO,51,CUB R1,2138.61
1506,TO,52,CUB R1,2159.24
1507,TO,52,CUB R1,2138.61
1508,TO,53,CUB R1,2159.24
1509,TO,53,CUB R1,2138.61
1510,TO,99,CUB R1,2159.24
1511,TO,99,CUB R1,2138.61
