,name,id,state_id
2499,ORIXIMINA,1505304,15
2500,OUREM,1505403,15
2501,OURILANDIA DO NORTE,1505437,15
2502,PACAJA,1505486,15
2503,PALESTINA DO PARA,1505494,15
2504,PARAGOMINAS,1505502,15
2505,PARAUAPEBAS,1505536,15
2506,PAU D'ARCO,1505551,15
2507,PEIXE-BOI,1505601,15
2508,PICARRA,1505635,15
2509,PLACAS,1505650,15
2510,PONTA DE PEDRAS,1505700,15
2511,PORTEL,1505809,15
2512,PORTO DE MOZ,1505908,15
2513,PRAINHA,1506005,15
2514,PRIMAVERA,1506104,15
2515,QUATIPURU,1506112,15
2516,REDENCAO,1506138,15
2517,RIO MARIA,1506161,15
2518,RONDON DO PARA,1506187,15
2519,RUROPOLIS,1506195,15
2520,SALINOPOLIS,1506203,15
2521,SALVATERRA,1506302,15
2522,SANTA BARBARA DO PARA,1506351,15
2523,SANTA CRUZ DO ARARI,1506401,15
2524,SANTA ISABEL DO PARA,1506500,15
2525,SANTA LUZIA DO PARA,1506559,15
2526,SANTA MARIA DAS BARREIRAS,1506583,15
2527,SANTA MARIA DO PARA,1506609,15
2528,SANTANA DO ARAGUAIA,1506708,15
2529,SANTAREM,1506807,15
2530,SANTAREM NOVO,1506906,15
2531,SANTO ANTONIO DO TAUA,1507003,15
2532,SAO CAETANO DE ODIVELAS,1507102,15
2533,SAO DOMINGOS DO ARAGUAIA,1507151,15
2534,SAO DOMINGOS DO CAPIM,1507201,15
2535,SAO FELIX DO XINGU,1507300,15
2536,SAO FRANCISCO DO PARA,1507409,15
2537,SAO GERALDO DO ARAGUAIA,1507458,15
2538,SAO JOAO DA PONTA,1507466,15
2539,SAO JOAO DE PIRABAS,1507474,15
2540,SAO JOAO DO ARAGUAIA,1507508,15
2541,SAO MIGUEL DO GUAMA,1507607,15
2542,SAO SEBASTIAO DA BOA VISTA,1507706,15
2543,SAPUCAIA,1507755,15
2544,SENADOR JOSE PORFIRIO,1507805,15
2545,SOURE,1507904,15
2546,TAILANDIA,1507953,15
2547,TERRA ALTA,1507961,15
2548,TERRA SANTA,1507979,15
2549,TOME-ACU,1508001,15
2550,TRACUATEUA,1508035,15
2551,TRAIRAO,1508050,15
2552,TUCUMA,1508084,15
2553,TUCURUI,1508100,15
2554,ULIANOPOLIS,1508126,15
2555,URUARA,1508159,15
2556,VIGIA,1508209,15
2557,VISEU,1508308,15
2558,VITORIA DO XINGU,1508357,15
2559,XINGUARA,1508407,15
2560,AGUA BRANCA,2500106,25
2561,AGUIAR,2500205,25
2562,ALAGOA GRANDE,2500304,25
2563,ALAGOA NOVA,2500403,25
2564,ALAGOINHA,2500502,25
2565,ALCANTIL,2500536,25
2566,ALGODAO DE JANDAIRA,2500577,25
2567,ALHANDRA,2500601,25
2568,AMPARO,2500734,25
2569,APARECIDA,2500775,25
2570,ARACAGI,2500809,25
2571,ARARA,2500908,25
2572,ARARUNA,2501005,25
2573,AREIA,2501104,25
2574,AREIA DE BARAUNAS,2501153,25
2575,AREIAL,2501203,25
2576,AROEIRAS,2501302,25
2577,ASSUNCAO,2501351,25
2578,BAIA DA TRAICAO,2501401,25
2579,BANANEIRAS,2501500,25
2580,BARAUNA,2501534,25
2581,BARRA DE SANTA ROSA,2501609,25
2582,BARRA DE SANTANA,2501575,25
2583,BARRA DE SAO MIGUEL,2501708,25
2584,BAYEUX,2501807,25
2585,BELEM,2501906,25
2586,BELEM DO BREJO DO CRUZ,2502003,25
2587,BERNARDINO BATISTA,2502052,25
2588,BOA VENTURA,2502102,25
2589,BOA VISTA,2502151,25
2590,BOM JESUS,2502201,25
2591,BOM SUCESSO,2502300,25
2592,BONITO DE SANTA FE,2502409,25
2593,BOQUEIRAO,2502508,25
2594,BORBOREMA,2502706,25
2595,BREJO DO CRUZ,2502805,25
2596,BREJO DOS SANTOS,2502904,25
2597,CAAPORA,2503001,25
2598,CABACEIRAS,2503100,25
2599,CABEDELO,2503209,25
2600,CACHOEIRA DOS INDIOS,2503308,25
2601,CACIMBA DE AREIA,2503407,25
2602,CACIMBA DE DENTRO,2503506,25
2603,CACIMBAS,2503555,25
2604,CAICARA,2503605,25
2605,CAJAZEIRAS,2503704,25
2606,CAJAZEIRINHAS,2503753,25
2607,CALDAS BRANDAO,2503803,25
2608,CAMALAU,2503902,25
2609,CAMPINA GRANDE,2504009,25
2610,CAPIM,2504033,25
2611,CARAUBAS,2504074,25
2612,CARRAPATEIRA,2504108,25
2613,CASSERENGUE,2504157,25
2614,CATINGUEIRA,2504207,25
2615,CATOLE DO ROCHA,2504306,25
2616,CATURITE,2504355,25
2617,CONCEICAO,2504405,25
2618,CONDADO,2504504,25
2619,CONDE,2504603,25
2620,CONGO,2504702,25
2621,COREMAS,2504801,25
2622,COXIXOLA,2504850,25
2623,CRUZ DO ESPIRITO SANTO,2504900,25
2624,CUBATI,2505006,25
2625,CUITE,2505105,25
2626,CUITE DE MAMANGUAPE,2505238,25
2627,CUITEGI,2505204,25
2628,CURRAL DE CIMA,2505279,25
2629,CURRAL VELHO,2505303,25
2630,DAMIAO,2505352,25
2631,DESTERRO,2505402,25
2632,DIAMANTE,2505600,25
2633,DONA INES,2505709,25
2634,DUAS ESTRADAS,2505808,25
2635,EMAS,2505907,25
2636,ESPERANCA,2506004,25
2637,FAGUNDES,2506103,25
2638,FREI MARTINHO,2506202,25
2639,GADO BRAVO,2506251,25
2640,GUARABIRA,2506301,25
2641,GURINHEM,2506400,25
2642,GURJAO,2506509,25
2643,IBIARA,2506608,25
2644,IGARACY,2502607,25
2645,IMACULADA,2506707,25
2646,INGA,2506806,25
2647,ITABAIANA,2506905,25
2648,ITAPORANGA,2507002,25
2649,ITAPOROROCA,2507101,25
2650,ITATUBA,2507200,25
2651,JACARAU,2507309,25
2652,JERICO,2507408,25
2653,JOAO PESSOA,2507507,25
2654,SANTAREM,2513653,25
2655,JUAREZ TAVORA,2507606,25
2656,JUAZEIRINHO,2507705,25
2657,JUNCO DO SERIDO,2507804,25
2658,JURIPIRANGA,2507903,25
2659,JURU,2508000,25
2660,LAGOA,2508109,25
2661,LAGOA DE DENTRO,2508208,25
2662,LAGOA SECA,2508307,25
2663,LASTRO,2508406,25
2664,LIVRAMENTO,2508505,25
2665,LOGRADOURO,2508554,25
2666,LUCENA,2508604,25
2667,MAE D'AGUA,2508703,25
2668,MALTA,2508802,25
2669,MAMANGUAPE,2508901,25
2670,MANAIRA,2509008,25
2671,MARCACAO,2509057,25
2672,MARI,2509107,25
2673,MARIZOPOLIS,2509156,25
2674,MASSARANDUBA,2509206,25
2675,MATARACA,2509305,25
2676,MATINHAS,2509339,25
2677,MATO GROSSO,2509370,25
2678,MATUREIA,2509396,25
2679,MOGEIRO,2509404,25
2680,MONTADAS,2509503,25
2681,MONTE HOREBE,2509602,25
2682,MONTEIRO,2509701,25
2683,MULUNGU,2509800,25
2684,NATUBA,2509909,25
2685,NAZAREZINHO,2510006,25
2686,NOVA FLORESTA,2510105,25
2687,NOVA OLINDA,2510204,25
2688,NOVA PALMEIRA,2510303,25
2689,OLHO D'AGUA,2510402,25
2690,OLIVEDOS,2510501,25
2691,OURO VELHO,2510600,25
2692,PARARI,2510659,25
2693,PASSAGEM,2510709,25
2694,PATOS,2510808,25
2695,PAULISTA,2510907,25
2696,PEDRA BRANCA,2511004,25
2697,PEDRA LAVRADA,2511103,25
2698,PEDRAS DE FOGO,2511202,25
2699,PEDRO REGIS,2512721,25
2700,PIANCO,2511301,25
2701,PICUI,2511400,25
2702,PILAR,2511509,25
2703,PILOES,2511608,25
2704,PILOEZINHOS,2511707,25
2705,PIRPIRITUBA,2511806,25
2706,PITIMBU,2511905,25
2707,POCINHOS,2512002,25
2708,POCO DANTAS,2512036,25
2709,POCO DE JOSE DE MOURA,2512077,25
2710,POMBAL,2512101,25
2711,PRATA,2512200,25
2712,PRINCESA ISABEL,2512309,25
2713,PUXINANA,2512408,25
2714,QUEIMADAS,2512507,25
2715,QUIXABA,2512606,25
2716,REMIGIO,2512705,25
2717,RIACHAO,2512747,25
2718,RIACHAO DO BACAMARTE,2512754,25
2719,RIACHAO DO POCO,2512762,25
2720,RIACHO DE SANTO ANTONIO,2512788,25
2721,RIACHO DOS CAVALOS,2512804,25
2722,RIO TINTO,2512903,25
2723,SALGADINHO,2513000,25
2724,SALGADO DE SAO FELIX,2513109,25
2725,SANTA CECILIA,2513158,25
2726,SANTA CRUZ,2513208,25
2727,SANTA HELENA,2513307,25
2728,SANTA INES,2513356,25
2729,SANTA LUZIA,2513406,25
2730,SANTA RITA,2513703,25
2731,SANTA TERESINHA,2513802,25
2732,SANTANA DE MANGUEIRA,2513505,25
2733,SANTANA DOS GARROTES,2513604,25
2734,SANTO ANDRE,2513851,25
2735,SAO BENTINHO,2513927,25
2736,SAO BENTO,2513901,25
2737,SAO DOMINGOS,2513968,25
2738,SAO DOMINGOS DO CARIRI,2513943,25
2739,SAO FRANCISCO,2513984,25
2740,SAO JOAO DO CARIRI,2514008,25
2741,SAO JOAO DO RIO DO PEIXE,2500700,25
2742,SAO JOAO DO TIGRE,2514107,25
2743,SAO JOSE DA LAGOA TAPADA,2514206,25
2744,SAO JOSE DE CAIANA,2514305,25
2745,SAO JOSE DE ESPINHARAS,2514404,25
2746,SAO JOSE DE PIRANHAS,2514503,25
2747,SAO JOSE DE PRINCESA,2514552,25
2748,SAO JOSE DO BONFIM,2514602,25
2749,SAO JOSE DO BREJO DO CRUZ,2514651,25
2750,SAO JOSE DO SABUGI,2514701,25
2751,SAO JOSE DOS CORDEIROS,2514800,25
2752,SAO JOSE DOS RAMOS,2514453,25
2753,SAO MAMEDE,2514909,25
2754,SAO MIGUEL DE TAIPU,2515005,25
2755,SAO SEBASTIAO DE LAGOA DE ROCA,2515104,25
2756,SAO SEBASTIAO DO UMBUZEIRO,2515203,25
2757,SERIDO,2515401,25
2758,SAPE,2515302,25
2759,SERRA BRANCA,2515500,25
2760,SERRA DA RAIZ,2515609,25
2761,SERRA GRANDE,2515708,25
2762,SERRA REDONDA,2515807,25
2763,SERRARIA,2515906,25
2764,SERTAOZINHO,2515930,25
2765,SOBRADO,2515971,25
2766,SOLANEA,2516003,25
2767,SOLEDADE,2516102,25
2768,SOSSEGO,2516151,25
2769,SOUSA,2516201,25
2770,SUME,2516300,25
2771,CAMPO DE SANTANA,2516409,25
2772,TAPEROA,2516508,25
2773,TAVARES,2516607,25
2774,TEIXEIRA,2516706,25
2775,TENORIO,2516755,25
2776,TRIUNFO,2516805,25
2777,UIRAUNA,2516904,25
2778,UMBUZEIRO,2517001,25
2779,VARZEA,2517100,25
2780,VIEIROPOLIS,2517209,25
2781,VISTA SERRANA,2505501,25
2782,ZABELE,2517407,25
2783,ABREU E LIMA,2600054,26
2784,AFOGADOS DA INGAZEIRA,2600104,26
2785,AFRANIO,2600203,26
2786,AGRESTINA,2600302,26
2787,AGUA PRETA,2600401,26
2788,AGUAS BELAS,2600500,26
2789,ALAGOINHA,2600609,26
2790,ALIANCA,2600708,26
2791,ALTINHO,2600807,26
2792,AMARAJI,2600906,26
2793,ANGELIM,2601003,26
2794,ARACOIABA,2601052,26
2795,ARARIPINA,2601102,26
2796,ARCOVERDE,2601201,26
2797,BARRA DE GUABIRABA,2601300,26
2798,BARREIROS,2601409,26
2799,BELEM DE MARIA,2601508,26
2800,BELEM DE SAO FRANCISCO,2601607,26
2801,BELO JARDIM,2601706,26
2802,BETANIA,2601805,26
2803,BEZERROS,2601904,26
2804,BODOCO,2602001,26
2805,BOM CONSELHO,2602100,26
2806,BOM JARDIM,2602209,26
2807,BONITO,2602308,26
2808,BREJAO,2602407,26
2809,BREJINHO,2602506,26
2810,BREJO DA MADRE DE DEUS,2602605,26
2811,BUENOS AIRES,2602704,26
2812,BUIQUE,2602803,26
2813,CABO DE SANTO AGOSTINHO,2602902,26
2814,CABROBO,2603009,26
2815,CACHOEIRINHA,2603108,26
2816,CAETES,2603207,26
2817,CALCADO,2603306,26
2818,CALUMBI,2603405,26
2819,CAMARAGIBE,2603454,26
2820,CAMOCIM DE SAO FELIX,2603504,26
2821,CAMUTANGA,2603603,26
2822,CANHOTINHO,2603702,26
2823,CAPOEIRAS,2603801,26
2824,CARNAIBA,2603900,26
2825,CARNAUBEIRA DA PENHA,2603926,26
2826,CARPINA,2604007,26
2827,CARUARU,2604106,26
2828,CASINHAS,2604155,26
2829,CATENDE,2604205,26
2830,CEDRO,2604304,26
2831,CHA DE ALEGRIA,2604403,26
2832,CHA GRANDE,2604502,26
2833,CONDADO,2604601,26
2834,CORRENTES,2604700,26
2835,CORTES,2604809,26
2836,CUMARU,2604908,26
2837,CUPIRA,2605004,26
2838,CUSTODIA,2605103,26
2839,DORMENTES,2605152,26
2840,ESCADA,2605202,26
2841,EXU,2605301,26
2842,FEIRA NOVA,2605400,26
2843,FERNANDO DE NORONHA,2605459,26
2844,FERREIROS,2605509,26
2845,FLORES,2605608,26
2846,FLORESTA,2605707,26
2847,FREI MIGUELINHO,2605806,26
2848,GAMELEIRA,2605905,26
2849,GARANHUNS,2606002,26
2850,GLORIA DO GOITA,2606101,26
2851,GOIANA,2606200,26
2852,GRANITO,2606309,26
2853,GRAVATA,2606408,26
2854,IATI,2606507,26
2855,IBIMIRIM,2606606,26
2856,IBIRAJUBA,2606705,26
2857,IGARASSU,2606804,26
2858,IGUARACI,2606903,26
2859,ILHA DE ITAMARACA,2607604,26
2860,INAJA,2607000,26
2861,INGAZEIRA,2607109,26
2862,IPOJUCA,2607208,26
2863,IPUBI,2607307,26
2864,ITACURUBA,2607406,26
2865,ITAIBA,2607505,26
2866,ITAMBE,2607653,26
2867,ITAPETIM,2607703,26
2868,ITAPISSUMA,2607752,26
2869,ITAQUITINGA,2607802,26
2870,JABOATAO DOS GUARARAPES,2607901,26
2871,JAQUEIRA,2607950,26
2872,JATAUBA,2608008,26
2873,JATOBA,2608057,26
2874,JOAO ALFREDO,2608107,26
2875,JOAQUIM NABUCO,2608206,26
2876,JUCATI,2608255,26
2877,JUPI,2608305,26
2878,JUREMA,2608404,26
2879,LAGOA DO CARRO,2608453,26
2880,LAGOA DO ITAENGA,2608503,26
2881,LAGOA DO OURO,2608602,26
2882,LAGOA DOS GATOS,2608701,26
2883,LAGOA GRANDE,2608750,26
2884,LAJEDO,2608800,26
2885,LIMOEIRO,2608909,26
2886,MACAPARANA,2609006,26
2887,MACHADOS,2609105,26
2888,MANARI,2609154,26
2889,MARAIAL,2609204,26
2890,MIRANDIBA,2609303,26
2891,MOREILANDIA,2614303,26
2892,MORENO,2609402,26
2893,NAZARE DA MATA,2609501,26
2894,OLINDA,2609600,26
2895,OROBO,2609709,26
2896,OROCO,2609808,26
2897,OURICURI,2609907,26
2898,PALMARES,2610004,26
2899,PALMEIRINA,2610103,26
2900,PANELAS,2610202,26
2901,PARANATAMA,2610301,26
2902,PARNAMIRIM,2610400,26
2903,PASSIRA,2610509,26
2904,PAUDALHO,2610608,26
2905,PAULISTA,2610707,26
2906,PEDRA,2610806,26
2907,PESQUEIRA,2610905,26
2908,PETROLANDIA,2611002,26
2909,PETROLINA,2611101,26
2910,POCAO,2611200,26
2911,POMBOS,2611309,26
2912,PRIMAVERA,2611408,26
2913,QUIPAPA,2611507,26
2914,QUIXABA,2611533,26
2915,RECIFE,2611606,26
2916,RIACHO DAS ALMAS,2611705,26
2917,RIBEIRAO,2611804,26
2918,RIO FORMOSO,2611903,26
2919,SAIRE,2612000,26
2920,SALGADINHO,2612109,26
2921,SALGUEIRO,2612208,26
2922,SALOA,2612307,26
2923,SANHARO,2612406,26
2924,SANTA CRUZ,2612455,26
2925,SANTA CRUZ DA BAIXA VERDE,2612471,26
2926,SANTA CRUZ DO CAPIBARIBE,2612505,26
2927,SANTA FILOMENA,2612554,26
2928,SANTA MARIA DA BOA VISTA,2612604,26
2929,SANTA MARIA DO CAMBUCA,2612703,26
2930,SANTA TEREZINHA,2612802,26
2931,SAO BENEDITO DO SUL,2612901,26
2932,SAO BENTO DO UNA,2613008,26
2933,SAO CAITANO,2613107,26
2934,SAO JOAO,2613206,26
2935,SAO JOAQUIM DO MONTE,2613305,26
2936,SAO JOSE DA COROA GRANDE,2613404,26
2937,SAO JOSE DO BELMONTE,2613503,26
2938,SAO JOSE DO EGITO,2613602,26
2939,SAO LOURENCO DA MATA,2613701,26
2940,SAO VICENTE FERRER,2613800,26
2941,SERRA TALHADA,2613909,26
2942,SERRITA,2614006,26
2943,SERTANIA,2614105,26
2944,SIRINHAEM,2614204,26
2945,SOLIDAO,2614402,26
2946,SURUBIM,2614501,26
2947,TABIRA,2614600,26
2948,TACAIMBO,2614709,26
2949,TACARATU,2614808,26
2950,TAMANDARE,2614857,26
2951,TAQUARITINGA DO NORTE,2615003,26
2952,TEREZINHA,2615102,26
2953,TERRA NOVA,2615201,26
2954,TIMBAUBA,2615300,26
2955,TORITAMA,2615409,26
2956,TRACUNHAEM,2615508,26
2957,TRINDADE,2615607,26
2958,TRIUNFO,2615706,26
2959,TUPANATINGA,2615805,26
2960,TUPARETAMA,2615904,26
2961,VENTUROSA,2616001,26
2962,VERDEJANTE,2616100,26
2963,VERTENTE DO LERIO,2616183,26
2964,VERTENTES,2616209,26
2965,VICENCIA,2616308,26
2966,VITORIA DE SANTO ANTAO,2616407,26
2967,XEXEU,2616506,26
2968,ACAUA,2200053,22
2969,AGRICOLANDIA,2200103,22
2970,AGUA BRANCA,2200202,22
2971,ALAGOINHA DO PIAUI,2200251,22
2972,ALEGRETE DO PIAUI,2200277,22
2973,ALTO LONGA,2200301,22
2974,ALTOS,2200400,22
2975,ALVORADA DO GURGUEIA,2200459,22
2976,AMARANTE,2200509,22
2977,ANGICAL DO PIAUI,2200608,22
2978,ANISIO DE ABREU,2200707,22
2979,ANTONIO ALMEIDA,2200806,22
2980,AROAZES,2200905,22
2981,AROEIRAS DO ITAIM,2200954,22
2982,ARRAIAL,2201002,22
2983,ASSUNCAO DO PIAUI,2201051,22
2984,AVELINO LOPES,2201101,22
2985,BAIXA GRANDE DO RIBEIRO,2201150,22
2986,BARRA D'ALCANTARA,2201176,22
2987,BARRAS,2201200,22
2988,BARREIRAS DO PIAUI,2201309,22
2989,BARRO DURO,2201408,22
2990,BATALHA,2201507,22
2991,BELA VISTA DO PIAUI,2201556,22
2992,BELEM DO PIAUI,2201572,22
2993,BENEDITINOS,2201606,22
2994,BERTOLINIA,2201705,22
2995,BETANIA DO PIAUI,2201739,22
2996,BOA HORA,2201770,22
2997,BOCAINA,2201804,22
2998,BOM JESUS,2201903,22
2999,BOM PRINCIPIO DO PIAUI,2201919,22
3000,BONFIM DO PIAUI,2201929,22
3001,BOQUEIRAO DO PIAUI,2201945,22
3002,BRASILEIRA,2201960,22
3003,BREJO DO PIAUI,2201988,22
3004,BURITI DOS LOPES,2202000,22
3005,BURITI DOS MONTES,2202026,22
3006,CABECEIRAS DO PIAUI,2202059,22
3007,CAJAZEIRAS DO PIAUI,2202075,22
3008,CAJUEIRO DA PRAIA,2202083,22
3009,CALDEIRAO GRANDE DO PIAUI,2202091,22
3010,CAMPINAS DO PIAUI,2202109,22
3011,CAMPO ALEGRE DO FIDALGO,2202117,22
3012,CAMPO GRANDE DO PIAUI,2202133,22
3013,CAMPO LARGO DO PIAUI,2202174,22
3014,CAMPO MAIOR,2202208,22
3015,CANAVIEIRA,2202251,22
3016,CANTO DO BURITI,2202307,22
3017,CAPITAO DE CAMPOS,2202406,22
3018,CAPITAO GERVASIO OLIVEIRA,2202455,22
3019,CARACOL,2202505,22
3020,CARAUBAS DO PIAUI,2202539,22
3021,CARIDADE DO PIAUI,2202554,22
3022,CASTELO DO PIAUI,2202604,22
3023,CAXINGO,2202653,22
3024,COCAL,2202703,22
3025,COCAL DE TELHA,2202711,22
3026,COCAL DOS ALVES,2202729,22
3027,COIVARAS,2202737,22
3028,COLONIA DO GURGUEIA,2202752,22
3029,COLONIA DO PIAUI,2202778,22
3030,CONCEICAO DO CANINDE,2202802,22
3031,CORONEL JOSE DIAS,2202851,22
3032,CORRENTE,2202901,22
3033,CRISTALANDIA DO PIAUI,2203008,22
3034,CRISTINO CASTRO,2203107,22
3035,CURIMATA,2203206,22
3036,CURRAIS,2203230,22
3037,CURRAL NOVO DO PIAUI,2203271,22
3038,CURRALINHOS,2203255,22
3039,DEMERVAL LOBAO,2203305,22
3040,DIRCEU ARCOVERDE,2203354,22
3041,DOM EXPEDITO LOPES,2203404,22
3042,DOM INOCENCIO,2203453,22
3043,DOMINGOS MOURAO,2203420,22
3044,ELESBAO VELOSO,2203503,22
3045,ELISEU MARTINS,2203602,22
3046,ESPERANTINA,2203701,22
3047,FARTURA DO PIAUI,2203750,22
3048,FLORES DO PIAUI,2203800,22
3049,FLORESTA DO PIAUI,2203859,22
3050,FLORIANO,2203909,22
3051,FRANCINOPOLIS,2204006,22
3052,FRANCISCO AYRES,2204105,22
3053,FRANCISCO MACEDO,2204154,22
3054,FRANCISCO SANTOS,2204204,22
3055,FRONTEIRAS,2204303,22
3056,GEMINIANO,2204352,22
3057,GILBUES,2204402,22
3058,GUADALUPE,2204501,22
3059,GUARIBAS,2204550,22
3060,HUGO NAPOLEAO,2204600,22
3061,ILHA GRANDE,2204659,22
3062,INHUMA,2204709,22
3063,IPIRANGA DO PIAUI,2204808,22
3064,ISAIAS COELHO,2204907,22
3065,ITAINOPOLIS,2205003,22
3066,ITAUEIRA,2205102,22
3067,JACOBINA DO PIAUI,2205151,22
3068,JAICOS,2205201,22
3069,JARDIM DO MULATO,2205250,22
3070,JATOBA DO PIAUI,2205276,22
3071,JERUMENHA,2205300,22
3072,JOAO COSTA,2205359,22
3073,JOAQUIM PIRES,2205409,22
3074,JOCA MARQUES,2205458,22
3075,JOSE DE FREITAS,2205508,22
3076,JUAZEIRO DO PIAUI,2205516,22
3077,JULIO BORGES,2205524,22
3078,JUREMA,2205532,22
3079,LAGOA ALEGRE,2205557,22
3080,LAGOA DE SAO FRANCISCO,2205573,22
3081,LAGOA DO BARRO DO PIAUI,2205565,22
3082,LAGOA DO PIAUI,2205581,22
3083,LAGOA DO SITIO,2205599,22
3084,LAGOINHA DO PIAUI,2205540,22
3085,LANDRI SALES,2205607,22
3086,LUIS CORREIA,2205706,22
3087,LUZILANDIA,2205805,22
3088,MADEIRO,2205854,22
3089,MANOEL EMIDIO,2205904,22
3090,MARCOLANDIA,2205953,22
3091,MARCOS PARENTE,2206001,22
3092,MASSAPE DO PIAUI,2206050,22
3093,MATIAS OLIMPIO,2206100,22
3094,MIGUEL ALVES,2206209,22
3095,MIGUEL LEAO,2206308,22
3096,MILTON BRANDAO,2206357,22
3097,MONSENHOR GIL,2206407,22
3098,MONSENHOR HIPOLITO,2206506,22
3099,MONTE ALEGRE DO PIAUI,2206605,22
3100,MORRO CABECA NO TEMPO,2206654,22
3101,MORRO DO CHAPEU DO PIAUI,2206670,22
3102,MURICI DOS PORTELAS,2206696,22
3103,NAZARE DO PIAUI,2206704,22
3104,NAZARIA,2206720,22
3105,NOSSA SENHORA DE NAZARE,2206753,22
3106,NOSSA SENHORA DOS REMEDIOS,2206803,22
3107,NOVA SANTA RITA,2207959,22
3108,NOVO ORIENTE DO PIAUI,2206902,22
3109,NOVO SANTO ANTONIO,2206951,22
3110,OEIRAS,2207009,22
3111,OLHO D'AGUA DO PIAUI,2207108,22
3112,PADRE MARCOS,2207207,22
3113,PAES LANDIM,2207306,22
3114,PAJEU DO PIAUI,2207355,22
3115,PALMEIRA DO PIAUI,2207405,22
3116,PALMEIRAIS,2207504,22
3117,PAQUETA,2207553,22
3118,PARNAGUA,2207603,22
3119,PARNAIBA,2207702,22
3120,PASSAGEM FRANCA DO PIAUI,2207751,22
3121,PATOS DO PIAUI,2207777,22
3122,PAU D'ARCO DO PIAUI,2207793,22
3123,PAULISTANA,2207801,22
3124,PAVUSSU,2207850,22
3125,PEDRO II,2207900,22
3126,PEDRO LAURENTINO,2207934,22
3127,PICOS,2208007,22
3128,PIMENTEIRAS,2208106,22
3129,PIO IX,2208205,22
3130,PIRACURUCA,2208304,22
3131,PIRIPIRI,2208403,22
3132,PORTO,2208502,22
3133,PORTO ALEGRE DO PIAUI,2208551,22
3134,PRATA DO PIAUI,2208601,22
3135,QUEIMADA NOVA,2208650,22
3136,REDENCAO DO GURGUEIA,2208700,22
3137,REGENERACAO,2208809,22
3138,RIACHO FRIO,2208858,22
3139,RIBEIRA DO PIAUI,2208874,22
3140,RIBEIRO GONCALVES,2208908,22
3141,RIO GRANDE DO PIAUI,2209005,22
3142,SANTA CRUZ DO PIAUI,2209104,22
3143,SANTA CRUZ DOS MILAGRES,2209153,22
3144,SANTA FILOMENA,2209203,22
3145,SANTA LUZ,2209302,22
3146,SANTA ROSA DO PIAUI,2209377,22
3147,SANTANA DO PIAUI,2209351,22
3148,SANTO ANTONIO DE LISBOA,2209401,22
3149,SANTO ANTONIO DOS MILAGRES,2209450,22
3150,SANTO INACIO DO PIAUI,2209500,22
3151,SAO BRAZ DO PIAUI,2209559,22
3152,SAO FELIX DO PIAUI,2209609,22
3153,SAO FRANCISCO DE ASSIS DO PIAUI,2209658,22
3154,SAO FRANCISCO DO PIAUI,2209708,22
3155,SAO GONCALO DO GURGUEIA,2209757,22
3156,SAO GONCALO DO PIAUI,2209807,22
3157,SAO JOAO DA CANABRAVA,2209856,22
3158,SAO JOAO DA FRONTEIRA,2209872,22
3159,SAO JOAO DA SERRA,2209906,22
3160,SAO JOAO DA VARJOTA,2209955,22
3161,SAO JOAO DO ARRAIAL,2209971,22
3162,SAO JOAO DO PIAUI,2210003,22
3163,SAO JOSE DO DIVINO,2210052,22
3164,SAO JOSE DO PEIXE,2210102,22
3165,SAO JOSE DO PIAUI,2210201,22
3166,SAO JULIAO,2210300,22
3167,SAO LOURENCO DO PIAUI,2210359,22
3168,SAO LUIS DO PIAUI,2210375,22
3169,SAO MIGUEL DA BAIXA GRANDE,2210383,22
3170,SAO MIGUEL DO FIDALGO,2210391,22
3171,SAO MIGUEL DO TAPUIO,2210409,22
3172,SAO PEDRO DO PIAUI,2210508,22
3173,SAO RAIMUNDO NONATO,2210607,22
3174,SEBASTIAO BARROS,2210623,22
3175,SEBASTIAO LEAL,2210631,22
3176,SIGEFREDO PACHECO,2210656,22
3177,SIMOES,2210706,22
3178,SIMPLICIO MENDES,2210805,22
3179,SOCORRO DO PIAUI,2210904,22
3180,SUSSUAPARA,2210938,22
3181,TAMBORIL DO PIAUI,2210953,22
3182,TANQUE DO PIAUI,2210979,22
3183,TERESINA,2211001,22
3184,UNIAO,2211100,22
3185,URUCUI,2211209,22
3186,VALENCA DO PIAUI,2211308,22
3187,VARZEA BRANCA,2211357,22
3188,VARZEA GRANDE,2211407,22
3189,VERA MENDES,2211506,22
3190,VILA NOVA DO PIAUI,2211605,22
3191,WALL FERRAZ,2211704,22
3192,ABATIA,4100103,41
3193,ADRIANOPOLIS,4100202,41
3194,AGUDOS DO SUL,4100301,41
3195,ALMIRANTE TAMANDARE,4100400,41
3196,ALTAMIRA DO PARANA,4100459,41
3197,ALTO PARAISO,4128625,41
3198,ALTO PARANA,4100608,41
3199,ALTO PIQUIRI,4100707,41
3200,ALTONIA,4100509,41
3201,ALVORADA DO SUL,4100806,41
3202,AMAPORA,4100905,41
3203,AMPERE,4101002,41
3204,ANAHY,4101051,41
3205,ANDIRA,4101101,41
3206,ANGULO,4101150,41
3207,ANTONINA,4101200,41
3208,ANTONIO OLINTO,4101309,41
3209,APUCARANA,4101408,41
3210,ARAPONGAS,4101507,41
3211,ARAPOTI,4101606,41
3212,ARAPUA,4101655,41
3213,ARARUNA,4101705,41
3214,ARAUCARIA,4101804,41
3215,ARIRANHA DO IVAI,4101853,41
3216,ASSAI,4101903,41
