,total,year,adm_dependency_detailed_id,school_year_id,adm_dependency_detailed_name,school_year_name
352,26479,2009,5,21.0,Privada conveniada com fins lucrativos,Pré-escola - 4 anos
353,24967,2009,5,22.0,Privada conveniada com fins lucrativos,Pré-escola - 5 anos
354,15236,2009,5,31.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
355,20302,2009,5,32.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
356,19570,2009,5,33.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
357,20406,2009,5,34.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
358,20234,2009,5,35.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
359,20234,2009,5,41.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
360,19581,2009,5,42.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
361,18428,2009,5,43.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
362,17346,2009,5,44.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
363,17988,2009,5,51.0,Privada conveniada com fins lucrativos,Ens. Médio - 1ª série
364,15605,2009,5,52.0,Privada conveniada com fins lucrativos,Ens. Médio - 2ª série
365,16381,2009,5,53.0,Privada conveniada com fins lucrativos,Ens. Médio - 3ª série
366,338,2009,5,54.0,Privada conveniada com fins lucrativos,Ens. Médio - 4ª série
367,1064,2009,5,61.0,Privada conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
368,2669,2009,5,62.0,Privada conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
369,7597,2009,5,63.0,Privada conveniada com fins lucrativos,EJA - Ensino Médio
370,44368,2009,5,71.0,Privada conveniada com fins lucrativos,Educação Profissional
371,771,2009,6,11.0,Privada não conveniada sem fins lucrativos,Creche - Menor de 1 ano
372,3262,2009,6,12.0,Privada não conveniada sem fins lucrativos,Creche - 1 ano
373,11278,2009,6,13.0,Privada não conveniada sem fins lucrativos,Creche - 2 anos
374,20961,2009,6,14.0,Privada não conveniada sem fins lucrativos,Creche - 3 anos
375,28228,2009,6,21.0,Privada não conveniada sem fins lucrativos,Pré-escola - 4 anos
376,34929,2009,6,22.0,Privada não conveniada sem fins lucrativos,Pré-escola - 5 anos
377,25945,2009,6,31.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
378,39539,2009,6,32.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
379,35655,2009,6,33.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
380,41619,2009,6,34.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
381,43056,2009,6,35.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
382,45817,2009,6,41.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
383,46431,2009,6,42.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
384,45554,2009,6,43.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
385,44130,2009,6,44.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
386,43439,2009,6,51.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 1ª série
387,37656,2009,6,52.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 2ª série
388,33732,2009,6,53.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 3ª série
389,341,2009,6,54.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 4ª série
390,2417,2009,6,61.0,Privada não conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
391,3397,2009,6,62.0,Privada não conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
392,4438,2009,6,63.0,Privada não conveniada sem fins lucrativos,EJA - Ensino Médio
393,21916,2009,6,71.0,Privada não conveniada sem fins lucrativos,Educação Profissional
394,12725,2009,7,11.0,Privada não conveniada com fins lucrativos,Creche - Menor de 1 ano
395,48611,2009,7,12.0,Privada não conveniada com fins lucrativos,Creche - 1 ano
396,147220,2009,7,13.0,Privada não conveniada com fins lucrativos,Creche - 2 anos
397,258720,2009,7,14.0,Privada não conveniada com fins lucrativos,Creche - 3 anos
398,316113,2009,7,21.0,Privada não conveniada com fins lucrativos,Pré-escola - 4 anos
399,345891,2009,7,22.0,Privada não conveniada com fins lucrativos,Pré-escola - 5 anos
400,215981,2009,7,31.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
401,342555,2009,7,32.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
402,337211,2009,7,33.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
403,346856,2009,7,34.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
404,344463,2009,7,35.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
405,327131,2009,7,41.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
406,316247,2009,7,42.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
407,297752,2009,7,43.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
408,289303,2009,7,44.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
409,265089,2009,7,51.0,Privada não conveniada com fins lucrativos,Ens. Médio - 1ª série
410,233649,2009,7,52.0,Privada não conveniada com fins lucrativos,Ens. Médio - 2ª série
411,223682,2009,7,53.0,Privada não conveniada com fins lucrativos,Ens. Médio - 3ª série
412,1648,2009,7,54.0,Privada não conveniada com fins lucrativos,Ens. Médio - 4ª série
413,6991,2009,7,61.0,Privada não conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
414,22456,2009,7,62.0,Privada não conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
415,84388,2009,7,63.0,Privada não conveniada com fins lucrativos,EJA - Ensino Médio
416,385807,2009,7,71.0,Privada não conveniada com fins lucrativos,Educação Profissional
417,192,2010,1,11.0,Federal,Creche - Menor de 1 ano
418,306,2010,1,12.0,Federal,Creche - 1 ano
419,407,2010,1,13.0,Federal,Creche - 2 anos
420,536,2010,1,14.0,Federal,Creche - 3 anos
421,593,2010,1,21.0,Federal,Pré-escola - 4 anos
422,607,2010,1,22.0,Federal,Pré-escola - 5 anos
423,1244,2010,1,31.0,Federal,Ens. Fundamental - 1º Ano
424,1508,2010,1,32.0,Federal,Ens. Fundamental - 1ª série/2º ano
425,1509,2010,1,33.0,Federal,Ens. Fundamental - 2ª série/3º ano
426,1544,2010,1,34.0,Federal,Ens. Fundamental - 3ª série/4º ano
427,1701,2010,1,35.0,Federal,Ens. Fundamental - 4ª série/5º Ano
428,4186,2010,1,41.0,Federal,Ens. Fundamental - 5ª série/6º ano
429,4667,2010,1,42.0,Federal,Ens. Fundamental - 6ª série/7º ano
430,4621,2010,1,43.0,Federal,Ens. Fundamental - 7ª série/8º ano
431,4871,2010,1,44.0,Federal,Ens. Fundamental - 8ª serie/9º ano
432,46356,2010,1,51.0,Federal,Ens. Médio - 1ª série
433,28383,2010,1,52.0,Federal,Ens. Médio - 2ª série
434,21961,2010,1,53.0,Federal,Ens. Médio - 3ª série
435,5154,2010,1,54.0,Federal,Ens. Médio - 4ª série
436,456,2010,1,61.0,Federal,EJA - anos iniciais do Ens. Fundamental
437,562,2010,1,62.0,Federal,EJA - anos finais do Ens. Fundamental
438,14530,2010,1,63.0,Federal,EJA - Ensino Médio
439,89214,2010,1,71.0,Federal,Educação Profissional
440,1201,2010,2,11.0,Estadual,Creche - Menor de 1 ano
441,1766,2010,2,12.0,Estadual,Creche - 1 ano
442,3021,2010,2,13.0,Estadual,Creche - 2 anos
443,8159,2010,2,14.0,Estadual,Creche - 3 anos
444,27340,2010,2,21.0,Estadual,Pré-escola - 4 anos
445,95520,2010,2,22.0,Estadual,Pré-escola - 5 anos
446,340696,2010,2,31.0,Estadual,Ens. Fundamental - 1º Ano
447,523252,2010,2,32.0,Estadual,Ens. Fundamental - 1ª série/2º ano
448,674643,2010,2,33.0,Estadual,Ens. Fundamental - 2ª série/3º ano
449,705269,2010,2,34.0,Estadual,Ens. Fundamental - 3ª série/4º ano
450,759784,2010,2,35.0,Estadual,Ens. Fundamental - 4ª série/5º Ano
451,1923207,2010,2,41.0,Estadual,Ens. Fundamental - 5ª série/6º ano
452,1771755,2010,2,42.0,Estadual,Ens. Fundamental - 6ª série/7º ano
453,1711232,2010,2,43.0,Estadual,Ens. Fundamental - 7ª série/8º ano
454,1666927,2010,2,44.0,Estadual,Ens. Fundamental - 8ª serie/9º ano
455,3069869,2010,2,51.0,Estadual,Ens. Médio - 1ª série
456,2206135,2010,2,52.0,Estadual,Ens. Médio - 2ª série
457,1856045,2010,2,53.0,Estadual,Ens. Médio - 3ª série
458,44860,2010,2,54.0,Estadual,Ens. Médio - 4ª série
459,139806,2010,2,61.0,Estadual,EJA - anos iniciais do Ens. Fundamental
460,938165,2010,2,62.0,Estadual,EJA - anos finais do Ens. Fundamental
461,1273698,2010,2,63.0,Estadual,EJA - Ensino Médio
462,289638,2010,2,71.0,Estadual,Educação Profissional
463,77257,2010,3,11.0,Municipal,Creche - Menor de 1 ano
464,222823,2010,3,12.0,Municipal,Creche - 1 ano
465,439111,2010,3,13.0,Municipal,Creche - 2 anos
466,904966,2010,3,14.0,Municipal,Creche - 3 anos
467,1627911,2010,3,21.0,Municipal,Pré-escola - 4 anos
468,1937693,2010,3,22.0,Municipal,Pré-escola - 5 anos
469,1710296,2010,3,31.0,Municipal,Ens. Fundamental - 1º Ano
470,2242003,2010,3,32.0,Municipal,Ens. Fundamental - 1ª série/2º ano
471,2472173,2010,3,33.0,Municipal,Ens. Fundamental - 2ª série/3º ano
472,2355213,2010,3,34.0,Municipal,Ens. Fundamental - 3ª série/4º ano
473,2364952,2010,3,35.0,Municipal,Ens. Fundamental - 4ª série/5º Ano
474,1770623,2010,3,41.0,Municipal,Ens. Fundamental - 5ª série/6º ano
475,1468924,2010,3,42.0,Municipal,Ens. Fundamental - 6ª série/7º ano
476,1203124,2010,3,43.0,Municipal,Ens. Fundamental - 7ª série/8º ano
477,1020728,2010,3,44.0,Municipal,Ens. Fundamental - 8ª serie/9º ano
478,34240,2010,3,51.0,Municipal,Ens. Médio - 1ª série
479,27824,2010,3,52.0,Municipal,Ens. Médio - 2ª série
480,24216,2010,3,53.0,Municipal,Ens. Médio - 3ª série
481,4840,2010,3,54.0,Municipal,Ens. Médio - 4ª série
482,789814,2010,3,61.0,Municipal,EJA - anos iniciais do Ens. Fundamental
483,954524,2010,3,62.0,Municipal,EJA - anos finais do Ens. Fundamental
484,45778,2010,3,63.0,Municipal,EJA - Ensino Médio
485,23378,2010,3,71.0,Municipal,Educação Profissional
486,20599,2010,4,11.0,Privada conveniada sem fins lucrativos,Creche - Menor de 1 ano
487,62450,2010,4,12.0,Privada conveniada sem fins lucrativos,Creche - 1 ano
488,116941,2010,4,13.0,Privada conveniada sem fins lucrativos,Creche - 2 anos
489,148915,2010,4,14.0,Privada conveniada sem fins lucrativos,Creche - 3 anos
490,121012,2010,4,21.0,Privada conveniada sem fins lucrativos,Pré-escola - 4 anos
491,92882,2010,4,22.0,Privada conveniada sem fins lucrativos,Pré-escola - 5 anos
492,64231,2010,4,31.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
493,79252,2010,4,32.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
494,49280,2010,4,33.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
495,39230,2010,4,34.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
496,45332,2010,4,35.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
497,42819,2010,4,41.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
498,42029,2010,4,42.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
499,40407,2010,4,43.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
500,40198,2010,4,44.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
501,37591,2010,4,51.0,Privada conveniada sem fins lucrativos,Ens. Médio - 1ª série
502,30097,2010,4,52.0,Privada conveniada sem fins lucrativos,Ens. Médio - 2ª série
503,26749,2010,4,53.0,Privada conveniada sem fins lucrativos,Ens. Médio - 3ª série
504,760,2010,4,54.0,Privada conveniada sem fins lucrativos,Ens. Médio - 4ª série
505,31250,2010,4,61.0,Privada conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
506,3226,2010,4,62.0,Privada conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
507,4364,2010,4,63.0,Privada conveniada sem fins lucrativos,EJA - Ensino Médio
508,30128,2010,4,71.0,Privada conveniada sem fins lucrativos,Educação Profissional
509,4397,2010,5,11.0,Privada conveniada com fins lucrativos,Creche - Menor de 1 ano
510,13690,2010,5,12.0,Privada conveniada com fins lucrativos,Creche - 1 ano
511,25806,2010,5,13.0,Privada conveniada com fins lucrativos,Creche - 2 anos
512,33862,2010,5,14.0,Privada conveniada com fins lucrativos,Creche - 3 anos
513,29659,2010,5,21.0,Privada conveniada com fins lucrativos,Pré-escola - 4 anos
514,27790,2010,5,22.0,Privada conveniada com fins lucrativos,Pré-escola - 5 anos
515,17902,2010,5,31.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
516,22318,2010,5,32.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
517,21547,2010,5,33.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
518,21242,2010,5,34.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
519,22863,2010,5,35.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
520,21736,2010,5,41.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
521,20922,2010,5,42.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
522,19817,2010,5,43.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
523,18706,2010,5,44.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
524,19036,2010,5,51.0,Privada conveniada com fins lucrativos,Ens. Médio - 1ª série
525,15568,2010,5,52.0,Privada conveniada com fins lucrativos,Ens. Médio - 2ª série
526,15890,2010,5,53.0,Privada conveniada com fins lucrativos,Ens. Médio - 3ª série
527,377,2010,5,54.0,Privada conveniada com fins lucrativos,Ens. Médio - 4ª série
528,796,2010,5,61.0,Privada conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
529,2153,2010,5,62.0,Privada conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
530,7659,2010,5,63.0,Privada conveniada com fins lucrativos,EJA - Ensino Médio
531,66377,2010,5,71.0,Privada conveniada com fins lucrativos,Educação Profissional
532,647,2010,6,11.0,Privada não conveniada sem fins lucrativos,Creche - Menor de 1 ano
533,3076,2010,6,12.0,Privada não conveniada sem fins lucrativos,Creche - 1 ano
534,9881,2010,6,13.0,Privada não conveniada sem fins lucrativos,Creche - 2 anos
535,18436,2010,6,14.0,Privada não conveniada sem fins lucrativos,Creche - 3 anos
536,24488,2010,6,21.0,Privada não conveniada sem fins lucrativos,Pré-escola - 4 anos
537,30849,2010,6,22.0,Privada não conveniada sem fins lucrativos,Pré-escola - 5 anos
538,25064,2010,6,31.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
539,35182,2010,6,32.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
540,35618,2010,6,33.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
541,32401,2010,6,34.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
542,37854,2010,6,35.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
543,42026,2010,6,41.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
544,41429,2010,6,42.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
545,41359,2010,6,43.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
546,40147,2010,6,44.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
547,38052,2010,6,51.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 1ª série
548,32819,2010,6,52.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 2ª série
549,30011,2010,6,53.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 3ª série
550,119,2010,6,54.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 4ª série
551,1769,2010,6,61.0,Privada não conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
552,2656,2010,6,62.0,Privada não conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
553,3271,2010,6,63.0,Privada não conveniada sem fins lucrativos,EJA - Ensino Médio
554,12208,2010,6,71.0,Privada não conveniada sem fins lucrativos,Educação Profissional
555,14814,2010,7,11.0,Privada não conveniada com fins lucrativos,Creche - Menor de 1 ano
556,56174,2010,7,12.0,Privada não conveniada com fins lucrativos,Creche - 1 ano
557,157291,2010,7,13.0,Privada não conveniada com fins lucrativos,Creche - 2 anos
558,275595,2010,7,14.0,Privada não conveniada com fins lucrativos,Creche - 3 anos
559,334988,2010,7,21.0,Privada não conveniada com fins lucrativos,Pré-escola - 4 anos
560,362951,2010,7,22.0,Privada não conveniada com fins lucrativos,Pré-escola - 5 anos
561,245389,2010,7,31.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
562,356411,2010,7,32.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
563,350061,2010,7,33.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
564,342383,2010,7,34.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
565,352360,2010,7,35.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
566,346877,2010,7,41.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
567,326322,2010,7,42.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
568,313248,2010,7,43.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
569,300098,2010,7,44.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
570,277681,2010,7,51.0,Privada não conveniada com fins lucrativos,Ens. Médio - 1ª série
571,238208,2010,7,52.0,Privada não conveniada com fins lucrativos,Ens. Médio - 2ª série
572,222950,2010,7,53.0,Privada não conveniada com fins lucrativos,Ens. Médio - 3ª série
573,2286,2010,7,54.0,Privada não conveniada com fins lucrativos,Ens. Médio - 4ª série
574,9386,2010,7,61.0,Privada não conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
575,23318,2010,7,62.0,Privada não conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
576,77997,2010,7,63.0,Privada não conveniada com fins lucrativos,EJA - Ensino Médio
577,414377,2010,7,71.0,Privada não conveniada com fins lucrativos,Educação Profissional
578,208,2011,1,11.0,Federal,Creche - Menor de 1 ano
579,325,2011,1,12.0,Federal,Creche - 1 ano
580,434,2011,1,13.0,Federal,Creche - 2 anos
581,504,2011,1,14.0,Federal,Creche - 3 anos
582,646,2011,1,21.0,Federal,Pré-escola - 4 anos
583,562,2011,1,22.0,Federal,Pré-escola - 5 anos
584,1258,2011,1,31.0,Federal,Ens. Fundamental - 1º Ano
585,1468,2011,1,32.0,Federal,Ens. Fundamental - 1ª série/2º ano
586,1505,2011,1,33.0,Federal,Ens. Fundamental - 2ª série/3º ano
587,1482,2011,1,34.0,Federal,Ens. Fundamental - 3ª série/4º ano
588,1614,2011,1,35.0,Federal,Ens. Fundamental - 4ª série/5º Ano
589,3949,2011,1,41.0,Federal,Ens. Fundamental - 5ª série/6º ano
590,4686,2011,1,42.0,Federal,Ens. Fundamental - 6ª série/7º ano
591,4826,2011,1,43.0,Federal,Ens. Fundamental - 7ª série/8º ano
592,4775,2011,1,44.0,Federal,Ens. Fundamental - 8ª serie/9º ano
593,54372,2011,1,51.0,Federal,Ens. Médio - 1ª série
594,30243,2011,1,52.0,Federal,Ens. Médio - 2ª série
595,23229,2011,1,53.0,Federal,Ens. Médio - 3ª série
596,7225,2011,1,54.0,Federal,Ens. Médio - 4ª série
597,826,2011,1,61.0,Federal,EJA - anos iniciais do Ens. Fundamental
598,370,2011,1,62.0,Federal,EJA - anos finais do Ens. Fundamental
599,14935,2011,1,63.0,Federal,EJA - Ensino Médio
600,97610,2011,1,71.0,Federal,Educação Profissional
601,739,2011,2,11.0,Estadual,Creche - Menor de 1 ano
602,1502,2011,2,12.0,Estadual,Creche - 1 ano
603,2997,2011,2,13.0,Estadual,Creche - 2 anos
604,5284,2011,2,14.0,Estadual,Creche - 3 anos
605,23904,2011,2,21.0,Estadual,Pré-escola - 4 anos
606,86459,2011,2,22.0,Estadual,Pré-escola - 5 anos
607,371448,2011,2,31.0,Estadual,Ens. Fundamental - 1º Ano
608,520819,2011,2,32.0,Estadual,Ens. Fundamental - 1ª série/2º ano
609,555662,2011,2,33.0,Estadual,Ens. Fundamental - 2ª série/3º ano
610,659772,2011,2,34.0,Estadual,Ens. Fundamental - 3ª série/4º ano
611,728183,2011,2,35.0,Estadual,Ens. Fundamental - 4ª série/5º Ano
612,1750815,2011,2,41.0,Estadual,Ens. Fundamental - 5ª série/6º ano
613,1784159,2011,2,42.0,Estadual,Ens. Fundamental - 6ª série/7º ano
614,1668774,2011,2,43.0,Estadual,Ens. Fundamental - 7ª série/8º ano
615,1630129,2011,2,44.0,Estadual,Ens. Fundamental - 8ª serie/9º ano
616,3008331,2011,2,51.0,Estadual,Ens. Médio - 1ª série
617,2247659,2011,2,52.0,Estadual,Ens. Médio - 2ª série
618,1868720,2011,2,53.0,Estadual,Ens. Médio - 3ª série
619,58635,2011,2,54.0,Estadual,Ens. Médio - 4ª série
620,167094,2011,2,61.0,Estadual,EJA - anos iniciais do Ens. Fundamental
621,822195,2011,2,62.0,Estadual,EJA - anos finais do Ens. Fundamental
622,1206758,2011,2,63.0,Estadual,EJA - Ensino Médio
623,313872,2011,2,71.0,Estadual,Educação Profissional
624,79863,2011,3,11.0,Municipal,Creche - Menor de 1 ano
625,234553,2011,3,12.0,Municipal,Creche - 1 ano
626,467541,2011,3,13.0,Municipal,Creche - 2 anos
627,869672,2011,3,14.0,Municipal,Creche - 3 anos
628,1639561,2011,3,21.0,Municipal,Pré-escola - 4 anos
629,1964119,2011,3,22.0,Municipal,Pré-escola - 5 anos
630,1702069,2011,3,31.0,Municipal,Ens. Fundamental - 1º Ano
631,2248424,2011,3,32.0,Municipal,Ens. Fundamental - 1ª série/2º ano
632,2335195,2011,3,33.0,Municipal,Ens. Fundamental - 2ª série/3º ano
633,2297556,2011,3,34.0,Municipal,Ens. Fundamental - 3ª série/4º ano
634,2286338,2011,3,35.0,Municipal,Ens. Fundamental - 4ª série/5º Ano
635,1691790,2011,3,41.0,Municipal,Ens. Fundamental - 5ª série/6º ano
636,1475824,2011,3,42.0,Municipal,Ens. Fundamental - 6ª série/7º ano
637,1206216,2011,3,43.0,Municipal,Ens. Fundamental - 7ª série/8º ano
638,1015541,2011,3,44.0,Municipal,Ens. Fundamental - 8ª serie/9º ano
639,31725,2011,3,51.0,Municipal,Ens. Médio - 1ª série
640,23526,2011,3,52.0,Municipal,Ens. Médio - 2ª série
641,22074,2011,3,53.0,Municipal,Ens. Médio - 3ª série
642,3581,2011,3,54.0,Municipal,Ens. Médio - 4ª série
643,780402,2011,3,61.0,Municipal,EJA - anos iniciais do Ens. Fundamental
644,871194,2011,3,62.0,Municipal,EJA - anos finais do Ens. Fundamental
645,43792,2011,3,63.0,Municipal,EJA - Ensino Médio
646,22424,2011,3,71.0,Municipal,Educação Profissional
647,19874,2011,4,11.0,Privada conveniada sem fins lucrativos,Creche - Menor de 1 ano
648,64712,2011,4,12.0,Privada conveniada sem fins lucrativos,Creche - 1 ano
649,126745,2011,4,13.0,Privada conveniada sem fins lucrativos,Creche - 2 anos
650,166758,2011,4,14.0,Privada conveniada sem fins lucrativos,Creche - 3 anos
651,120712,2011,4,21.0,Privada conveniada sem fins lucrativos,Pré-escola - 4 anos
652,93968,2011,4,22.0,Privada conveniada sem fins lucrativos,Pré-escola - 5 anos
653,67729,2011,4,31.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
654,75001,2011,4,32.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
655,51601,2011,4,33.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
656,47990,2011,4,34.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
657,41483,2011,4,35.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
658,46411,2011,4,41.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
659,46344,2011,4,42.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
660,44508,2011,4,43.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
661,43443,2011,4,44.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
662,38786,2011,4,51.0,Privada conveniada sem fins lucrativos,Ens. Médio - 1ª série
663,32831,2011,4,52.0,Privada conveniada sem fins lucrativos,Ens. Médio - 2ª série
664,28386,2011,4,53.0,Privada conveniada sem fins lucrativos,Ens. Médio - 3ª série
665,696,2011,4,54.0,Privada conveniada sem fins lucrativos,Ens. Médio - 4ª série
666,30043,2011,4,61.0,Privada conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
667,3283,2011,4,62.0,Privada conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
668,4201,2011,4,63.0,Privada conveniada sem fins lucrativos,EJA - Ensino Médio
669,27135,2011,4,71.0,Privada conveniada sem fins lucrativos,Educação Profissional
670,4896,2011,5,11.0,Privada conveniada com fins lucrativos,Creche - Menor de 1 ano
671,14755,2011,5,12.0,Privada conveniada com fins lucrativos,Creche - 1 ano
672,28741,2011,5,13.0,Privada conveniada com fins lucrativos,Creche - 2 anos
673,40962,2011,5,14.0,Privada conveniada com fins lucrativos,Creche - 3 anos
674,36233,2011,5,21.0,Privada conveniada com fins lucrativos,Pré-escola - 4 anos
675,32858,2011,5,22.0,Privada conveniada com fins lucrativos,Pré-escola - 5 anos
676,22497,2011,5,31.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
677,30080,2011,5,32.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
678,28149,2011,5,33.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
679,27253,2011,5,34.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
680,26664,2011,5,35.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
681,27783,2011,5,41.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
682,26340,2011,5,42.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
