,total,year,adm_dependency_detailed_id,school_year_id,adm_dependency_detailed_name,school_year_name
683,24978,2011,5,43.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
684,24807,2011,5,44.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
685,25160,2011,5,51.0,Privada conveniada com fins lucrativos,Ens. Médio - 1ª série
686,21197,2011,5,52.0,Privada conveniada com fins lucrativos,Ens. Médio - 2ª série
687,20591,2011,5,53.0,Privada conveniada com fins lucrativos,Ens. Médio - 3ª série
688,499,2011,5,54.0,Privada conveniada com fins lucrativos,Ens. Médio - 4ª série
689,792,2011,5,61.0,Privada conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
690,2452,2011,5,62.0,Privada conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
691,10131,2011,5,63.0,Privada conveniada com fins lucrativos,EJA - Ensino Médio
692,83908,2011,5,71.0,Privada conveniada com fins lucrativos,Educação Profissional
693,682,2011,6,11.0,Privada não conveniada sem fins lucrativos,Creche - Menor de 1 ano
694,3055,2011,6,12.0,Privada não conveniada sem fins lucrativos,Creche - 1 ano
695,9991,2011,6,13.0,Privada não conveniada sem fins lucrativos,Creche - 2 anos
696,17712,2011,6,14.0,Privada não conveniada sem fins lucrativos,Creche - 3 anos
697,23012,2011,6,21.0,Privada não conveniada sem fins lucrativos,Pré-escola - 4 anos
698,29669,2011,6,22.0,Privada não conveniada sem fins lucrativos,Pré-escola - 5 anos
699,25324,2011,6,31.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
700,35291,2011,6,32.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
701,34670,2011,6,33.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
702,35656,2011,6,34.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
703,33192,2011,6,35.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
704,41632,2011,6,41.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
705,41637,2011,6,42.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
706,40937,2011,6,43.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
707,40639,2011,6,44.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
708,40213,2011,6,51.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 1ª série
709,34047,2011,6,52.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 2ª série
710,30470,2011,6,53.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 3ª série
711,70,2011,6,54.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 4ª série
712,2464,2011,6,61.0,Privada não conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
713,2900,2011,6,62.0,Privada não conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
714,3469,2011,6,63.0,Privada não conveniada sem fins lucrativos,EJA - Ensino Médio
715,14764,2011,6,71.0,Privada não conveniada sem fins lucrativos,Educação Profissional
716,16935,2011,7,11.0,Privada não conveniada com fins lucrativos,Creche - Menor de 1 ano
717,60695,2011,7,12.0,Privada não conveniada com fins lucrativos,Creche - 1 ano
718,175062,2011,7,13.0,Privada não conveniada com fins lucrativos,Creche - 2 anos
719,293312,2011,7,14.0,Privada não conveniada com fins lucrativos,Creche - 3 anos
720,353050,2011,7,21.0,Privada não conveniada com fins lucrativos,Pré-escola - 4 anos
721,380316,2011,7,22.0,Privada não conveniada com fins lucrativos,Pré-escola - 5 anos
722,272664,2011,7,31.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
723,378032,2011,7,32.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
724,359547,2011,7,33.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
725,349474,2011,7,34.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
726,342054,2011,7,35.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
727,350257,2011,7,41.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
728,338364,2011,7,42.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
729,316599,2011,7,43.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
730,307393,2011,7,44.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
731,282489,2011,7,51.0,Privada não conveniada com fins lucrativos,Ens. Médio - 1ª série
732,245402,2011,7,52.0,Privada não conveniada com fins lucrativos,Ens. Médio - 2ª série
733,220318,2011,7,53.0,Privada não conveniada com fins lucrativos,Ens. Médio - 3ª série
734,1354,2011,7,54.0,Privada não conveniada com fins lucrativos,Ens. Médio - 4ª série
735,11844,2011,7,61.0,Privada não conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
736,22101,2011,7,62.0,Privada não conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
737,81282,2011,7,63.0,Privada não conveniada com fins lucrativos,EJA - Ensino Médio
738,434271,2011,7,71.0,Privada não conveniada com fins lucrativos,Educação Profissional
739,189,2012,1,11.0,Federal,Creche - Menor de 1 ano
740,324,2012,1,12.0,Federal,Creche - 1 ano
741,428,2012,1,13.0,Federal,Creche - 2 anos
742,463,2012,1,14.0,Federal,Creche - 3 anos
743,643,2012,1,21.0,Federal,Pré-escola - 4 anos
744,622,2012,1,22.0,Federal,Pré-escola - 5 anos
745,1395,2012,1,31.0,Federal,Ens. Fundamental - 1º Ano
746,1411,2012,1,32.0,Federal,Ens. Fundamental - 1ª série/2º ano
747,1518,2012,1,33.0,Federal,Ens. Fundamental - 2ª série/3º ano
748,1529,2012,1,34.0,Federal,Ens. Fundamental - 3ª série/4º ano
749,1584,2012,1,35.0,Federal,Ens. Fundamental - 4ª série/5º Ano
750,3687,2012,1,41.0,Federal,Ens. Fundamental - 5ª série/6º ano
751,4456,2012,1,42.0,Federal,Ens. Fundamental - 6ª série/7º ano
752,4656,2012,1,43.0,Federal,Ens. Fundamental - 7ª série/8º ano
753,4975,2012,1,44.0,Federal,Ens. Fundamental - 8ª serie/9º ano
754,57690,2012,1,51.0,Federal,Ens. Médio - 1ª série
755,35571,2012,1,52.0,Federal,Ens. Médio - 2ª série
756,26439,2012,1,53.0,Federal,Ens. Médio - 3ª série
757,7150,2012,1,54.0,Federal,Ens. Médio - 4ª série
758,839,2012,1,61.0,Federal,EJA - anos iniciais do Ens. Fundamental
759,460,2012,1,62.0,Federal,EJA - anos finais do Ens. Fundamental
760,14579,2012,1,63.0,Federal,EJA - Ensino Médio
761,105828,2012,1,71.0,Federal,Educação Profissional
762,454,2012,2,11.0,Estadual,Creche - Menor de 1 ano
763,882,2012,2,12.0,Estadual,Creche - 1 ano
764,2100,2012,2,13.0,Estadual,Creche - 2 anos
765,4667,2012,2,14.0,Estadual,Creche - 3 anos
766,20260,2012,2,21.0,Estadual,Pré-escola - 4 anos
767,61221,2012,2,22.0,Estadual,Pré-escola - 5 anos
768,364374,2012,2,31.0,Estadual,Ens. Fundamental - 1º Ano
769,487164,2012,2,32.0,Estadual,Ens. Fundamental - 1ª série/2º ano
770,543854,2012,2,33.0,Estadual,Ens. Fundamental - 2ª série/3º ano
771,536076,2012,2,34.0,Estadual,Ens. Fundamental - 3ª série/4º ano
772,663366,2012,2,35.0,Estadual,Ens. Fundamental - 4ª série/5º Ano
773,1611269,2012,2,41.0,Estadual,Ens. Fundamental - 5ª série/6º ano
774,1613491,2012,2,42.0,Estadual,Ens. Fundamental - 6ª série/7º ano
775,1653334,2012,2,43.0,Estadual,Ens. Fundamental - 7ª série/8º ano
776,1596492,2012,2,44.0,Estadual,Ens. Fundamental - 8ª serie/9º ano
777,2985366,2012,2,51.0,Estadual,Ens. Médio - 1ª série
778,2206705,2012,2,52.0,Estadual,Ens. Médio - 2ª série
779,1866334,2012,2,53.0,Estadual,Ens. Médio - 3ª série
780,53738,2012,2,54.0,Estadual,Ens. Médio - 4ª série
781,178225,2012,2,61.0,Estadual,EJA - anos iniciais do Ens. Fundamental
782,742078,2012,2,62.0,Estadual,EJA - anos finais do Ens. Fundamental
783,1200096,2012,2,63.0,Estadual,EJA - Ensino Médio
784,330370,2012,2,71.0,Estadual,Educação Profissional
785,92137,2012,3,11.0,Municipal,Creche - Menor de 1 ano
786,259117,2012,3,12.0,Municipal,Creche - 1 ano
787,495825,2012,3,13.0,Municipal,Creche - 2 anos
788,922776,2012,3,14.0,Municipal,Creche - 3 anos
789,1616684,2012,3,21.0,Municipal,Pré-escola - 4 anos
790,1954201,2012,3,22.0,Municipal,Pré-escola - 5 anos
791,1763428,2012,3,31.0,Municipal,Ens. Fundamental - 1º Ano
792,2134457,2012,3,32.0,Municipal,Ens. Fundamental - 1ª série/2º ano
793,2394441,2012,3,33.0,Municipal,Ens. Fundamental - 2ª série/3º ano
794,2190355,2012,3,34.0,Municipal,Ens. Fundamental - 3ª série/4º ano
795,2252126,2012,3,35.0,Municipal,Ens. Fundamental - 4ª série/5º Ano
796,1703831,2012,3,41.0,Municipal,Ens. Fundamental - 5ª série/6º ano
797,1434029,2012,3,42.0,Municipal,Ens. Fundamental - 6ª série/7º ano
798,1230251,2012,3,43.0,Municipal,Ens. Fundamental - 7ª série/8º ano
799,1039945,2012,3,44.0,Municipal,Ens. Fundamental - 8ª serie/9º ano
800,28733,2012,3,51.0,Municipal,Ens. Médio - 1ª série
801,21802,2012,3,52.0,Municipal,Ens. Médio - 2ª série
802,18697,2012,3,53.0,Municipal,Ens. Médio - 3ª série
803,3122,2012,3,54.0,Municipal,Ens. Médio - 4ª série
804,753715,2012,3,61.0,Municipal,EJA - anos iniciais do Ens. Fundamental
805,851313,2012,3,62.0,Municipal,EJA - anos finais do Ens. Fundamental
806,43111,2012,3,63.0,Municipal,EJA - Ensino Médio
807,20383,2012,3,71.0,Municipal,Educação Profissional
808,24430,2012,4,11.0,Privada conveniada sem fins lucrativos,Creche - Menor de 1 ano
809,76571,2012,4,12.0,Privada conveniada sem fins lucrativos,Creche - 1 ano
810,143361,2012,4,13.0,Privada conveniada sem fins lucrativos,Creche - 2 anos
811,187435,2012,4,14.0,Privada conveniada sem fins lucrativos,Creche - 3 anos
812,112463,2012,4,21.0,Privada conveniada sem fins lucrativos,Pré-escola - 4 anos
813,86301,2012,4,22.0,Privada conveniada sem fins lucrativos,Pré-escola - 5 anos
814,68699,2012,4,31.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
815,58851,2012,4,32.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
816,50599,2012,4,33.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
817,43830,2012,4,34.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
818,42645,2012,4,35.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
819,34991,2012,4,41.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
820,40136,2012,4,42.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
821,39414,2012,4,43.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
822,38295,2012,4,44.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
823,35092,2012,4,51.0,Privada conveniada sem fins lucrativos,Ens. Médio - 1ª série
824,29673,2012,4,52.0,Privada conveniada sem fins lucrativos,Ens. Médio - 2ª série
825,25802,2012,4,53.0,Privada conveniada sem fins lucrativos,Ens. Médio - 3ª série
826,611,2012,4,54.0,Privada conveniada sem fins lucrativos,Ens. Médio - 4ª série
827,46104,2012,4,61.0,Privada conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
828,3542,2012,4,62.0,Privada conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
829,3306,2012,4,63.0,Privada conveniada sem fins lucrativos,EJA - Ensino Médio
830,24999,2012,4,71.0,Privada conveniada sem fins lucrativos,Educação Profissional
831,2068,2012,5,11.0,Privada conveniada com fins lucrativos,Creche - Menor de 1 ano
832,6657,2012,5,12.0,Privada conveniada com fins lucrativos,Creche - 1 ano
833,16607,2012,5,13.0,Privada conveniada com fins lucrativos,Creche - 2 anos
834,27967,2012,5,14.0,Privada conveniada com fins lucrativos,Creche - 3 anos
835,33110,2012,5,21.0,Privada conveniada com fins lucrativos,Pré-escola - 4 anos
836,35757,2012,5,22.0,Privada conveniada com fins lucrativos,Pré-escola - 5 anos
837,26762,2012,5,31.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
838,33764,2012,5,32.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
839,33447,2012,5,33.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
840,31442,2012,5,34.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
841,30499,2012,5,35.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
842,30120,2012,5,41.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
843,30920,2012,5,42.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
844,29018,2012,5,43.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
845,28332,2012,5,44.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
846,30340,2012,5,51.0,Privada conveniada com fins lucrativos,Ens. Médio - 1ª série
847,25908,2012,5,52.0,Privada conveniada com fins lucrativos,Ens. Médio - 2ª série
848,23274,2012,5,53.0,Privada conveniada com fins lucrativos,Ens. Médio - 3ª série
849,515,2012,5,54.0,Privada conveniada com fins lucrativos,Ens. Médio - 4ª série
850,1718,2012,5,61.0,Privada conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
851,2241,2012,5,62.0,Privada conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
852,9251,2012,5,63.0,Privada conveniada com fins lucrativos,EJA - Ensino Médio
853,110888,2012,5,71.0,Privada conveniada com fins lucrativos,Educação Profissional
854,984,2012,6,11.0,Privada não conveniada sem fins lucrativos,Creche - Menor de 1 ano
855,4129,2012,6,12.0,Privada não conveniada sem fins lucrativos,Creche - 1 ano
856,12405,2012,6,13.0,Privada não conveniada sem fins lucrativos,Creche - 2 anos
857,22205,2012,6,14.0,Privada não conveniada sem fins lucrativos,Creche - 3 anos
858,27718,2012,6,21.0,Privada não conveniada sem fins lucrativos,Pré-escola - 4 anos
859,33706,2012,6,22.0,Privada não conveniada sem fins lucrativos,Pré-escola - 5 anos
860,28901,2012,6,31.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
861,38470,2012,6,32.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
862,39112,2012,6,33.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
863,38539,2012,6,34.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
864,38962,2012,6,35.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
865,38957,2012,6,41.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
866,44486,2012,6,42.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
867,43531,2012,6,43.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
868,41950,2012,6,44.0,Privada não conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
869,41062,2012,6,51.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 1ª série
870,34822,2012,6,52.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 2ª série
871,30825,2012,6,53.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 3ª série
872,53,2012,6,54.0,Privada não conveniada sem fins lucrativos,Ens. Médio - 4ª série
873,1705,2012,6,61.0,Privada não conveniada sem fins lucrativos,EJA - anos iniciais do Ens. Fundamental
874,2417,2012,6,62.0,Privada não conveniada sem fins lucrativos,EJA - anos finais do Ens. Fundamental
875,3841,2012,6,63.0,Privada não conveniada sem fins lucrativos,EJA - Ensino Médio
876,12749,2012,6,71.0,Privada não conveniada sem fins lucrativos,Educação Profissional
877,19986,2012,7,11.0,Privada não conveniada com fins lucrativos,Creche - Menor de 1 ano
878,70370,2012,7,12.0,Privada não conveniada com fins lucrativos,Creche - 1 ano
879,187720,2012,7,13.0,Privada não conveniada com fins lucrativos,Creche - 2 anos
880,325546,2012,7,14.0,Privada não conveniada com fins lucrativos,Creche - 3 anos
881,376505,2012,7,21.0,Privada não conveniada com fins lucrativos,Pré-escola - 4 anos
882,405897,2012,7,22.0,Privada não conveniada com fins lucrativos,Pré-escola - 5 anos
883,310562,2012,7,31.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
884,405755,2012,7,32.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
885,390183,2012,7,33.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
886,368896,2012,7,34.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
887,359311,2012,7,35.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
888,348730,2012,7,41.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
889,349557,2012,7,42.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
890,334939,2012,7,43.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
891,317916,2012,7,44.0,Privada não conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
892,295711,2012,7,51.0,Privada não conveniada com fins lucrativos,Ens. Médio - 1ª série
893,256935,2012,7,52.0,Privada não conveniada com fins lucrativos,Ens. Médio - 2ª série
894,234560,2012,7,53.0,Privada não conveniada com fins lucrativos,Ens. Médio - 3ª série
895,1298,2012,7,54.0,Privada não conveniada com fins lucrativos,Ens. Médio - 4ª série
896,11847,2012,7,61.0,Privada não conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
897,19505,2012,7,62.0,Privada não conveniada com fins lucrativos,EJA - anos finais do Ens. Fundamental
898,72031,2012,7,63.0,Privada não conveniada com fins lucrativos,EJA - Ensino Médio
899,459175,2012,7,71.0,Privada não conveniada com fins lucrativos,Educação Profissional
900,14511,2013,1,,Federal,Não classificada
901,205,2013,1,11.0,Federal,Creche - Menor de 1 ano
902,308,2013,1,12.0,Federal,Creche - 1 ano
903,421,2013,1,13.0,Federal,Creche - 2 anos
904,519,2013,1,14.0,Federal,Creche - 3 anos
905,642,2013,1,21.0,Federal,Pré-escola - 4 anos
906,585,2013,1,22.0,Federal,Pré-escola - 5 anos
907,1319,2013,1,31.0,Federal,Ens. Fundamental - 1º Ano
908,1445,2013,1,32.0,Federal,Ens. Fundamental - 1ª série/2º ano
909,1514,2013,1,33.0,Federal,Ens. Fundamental - 2ª série/3º ano
910,1542,2013,1,34.0,Federal,Ens. Fundamental - 3ª série/4º ano
911,1634,2013,1,35.0,Federal,Ens. Fundamental - 4ª série/5º Ano
912,3754,2013,1,41.0,Federal,Ens. Fundamental - 5ª série/6º ano
913,4177,2013,1,42.0,Federal,Ens. Fundamental - 6ª série/7º ano
914,4499,2013,1,43.0,Federal,Ens. Fundamental - 7ª série/8º ano
915,4692,2013,1,44.0,Federal,Ens. Fundamental - 8ª serie/9º ano
916,59765,2013,1,51.0,Federal,Ens. Médio - 1ª série
917,37473,2013,1,52.0,Federal,Ens. Médio - 2ª série
918,31075,2013,1,53.0,Federal,Ens. Médio - 3ª série
919,10001,2013,1,54.0,Federal,Ens. Médio - 4ª série
920,110715,2013,1,71.0,Federal,Educação Profissional
921,1974302,2013,2,,Estadual,Não classificada
922,385,2013,2,11.0,Estadual,Creche - Menor de 1 ano
923,664,2013,2,12.0,Estadual,Creche - 1 ano
924,1575,2013,2,13.0,Estadual,Creche - 2 anos
925,3859,2013,2,14.0,Estadual,Creche - 3 anos
926,19252,2013,2,21.0,Estadual,Pré-escola - 4 anos
927,56898,2013,2,22.0,Estadual,Pré-escola - 5 anos
928,363163,2013,2,31.0,Estadual,Ens. Fundamental - 1º Ano
929,438785,2013,2,32.0,Estadual,Ens. Fundamental - 1ª série/2º ano
930,523183,2013,2,33.0,Estadual,Ens. Fundamental - 2ª série/3º ano
931,527255,2013,2,34.0,Estadual,Ens. Fundamental - 3ª série/4º ano
932,549640,2013,2,35.0,Estadual,Ens. Fundamental - 4ª série/5º Ano
933,1503098,2013,2,41.0,Estadual,Ens. Fundamental - 5ª série/6º ano
934,1515457,2013,2,42.0,Estadual,Ens. Fundamental - 6ª série/7º ano
935,1500042,2013,2,43.0,Estadual,Ens. Fundamental - 7ª série/8º ano
936,1582325,2013,2,44.0,Estadual,Ens. Fundamental - 8ª serie/9º ano
937,2939617,2013,2,51.0,Estadual,Ens. Médio - 1ª série
938,2210542,2013,2,52.0,Estadual,Ens. Médio - 2ª série
939,1846156,2013,2,53.0,Estadual,Ens. Médio - 3ª série
940,51158,2013,2,54.0,Estadual,Ens. Médio - 4ª série
941,11721,2013,2,61.0,Estadual,EJA - anos iniciais do Ens. Fundamental
942,307491,2013,2,71.0,Estadual,Educação Profissional
943,1600622,2013,3,,Municipal,Não classificada
944,100052,2013,3,11.0,Municipal,Creche - Menor de 1 ano
945,289429,2013,3,12.0,Municipal,Creche - 1 ano
946,546167,2013,3,13.0,Municipal,Creche - 2 anos
947,964490,2013,3,14.0,Municipal,Creche - 3 anos
948,1706092,2013,3,21.0,Municipal,Pré-escola - 4 anos
949,1902245,2013,3,22.0,Municipal,Pré-escola - 5 anos
950,1806359,2013,3,31.0,Municipal,Ens. Fundamental - 1º Ano
951,2068333,2013,3,32.0,Municipal,Ens. Fundamental - 1ª série/2º ano
952,2336330,2013,3,33.0,Municipal,Ens. Fundamental - 2ª série/3º ano
953,2249912,2013,3,34.0,Municipal,Ens. Fundamental - 3ª série/4º ano
954,2139799,2013,3,35.0,Municipal,Ens. Fundamental - 4ª série/5º Ano
955,1676135,2013,3,41.0,Municipal,Ens. Fundamental - 5ª série/6º ano
956,1443354,2013,3,42.0,Municipal,Ens. Fundamental - 6ª série/7º ano
957,1209002,2013,3,43.0,Municipal,Ens. Fundamental - 7ª série/8º ano
958,1062890,2013,3,44.0,Municipal,Ens. Fundamental - 8ª serie/9º ano
959,25150,2013,3,51.0,Municipal,Ens. Médio - 1ª série
960,19373,2013,3,52.0,Municipal,Ens. Médio - 2ª série
961,16619,2013,3,53.0,Municipal,Ens. Médio - 3ª série
962,1687,2013,3,54.0,Municipal,Ens. Médio - 4ª série
963,31584,2013,3,61.0,Municipal,EJA - anos iniciais do Ens. Fundamental
964,19428,2013,3,71.0,Municipal,Educação Profissional
965,53454,2013,4,,Privada conveniada sem fins lucrativos,Não classificada
966,26801,2013,4,11.0,Privada conveniada sem fins lucrativos,Creche - Menor de 1 ano
967,85350,2013,4,12.0,Privada conveniada sem fins lucrativos,Creche - 1 ano
968,152812,2013,4,13.0,Privada conveniada sem fins lucrativos,Creche - 2 anos
969,200041,2013,4,14.0,Privada conveniada sem fins lucrativos,Creche - 3 anos
970,105747,2013,4,21.0,Privada conveniada sem fins lucrativos,Pré-escola - 4 anos
971,83612,2013,4,22.0,Privada conveniada sem fins lucrativos,Pré-escola - 5 anos
972,59770,2013,4,31.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1º Ano
973,63766,2013,4,32.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 1ª série/2º ano
974,49181,2013,4,33.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 2ª série/3º ano
975,44905,2013,4,34.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 3ª série/4º ano
976,41207,2013,4,35.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
977,37035,2013,4,41.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 5ª série/6º ano
978,32261,2013,4,42.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 6ª série/7º ano
979,36803,2013,4,43.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 7ª série/8º ano
980,36070,2013,4,44.0,Privada conveniada sem fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
981,32283,2013,4,51.0,Privada conveniada sem fins lucrativos,Ens. Médio - 1ª série
982,27912,2013,4,52.0,Privada conveniada sem fins lucrativos,Ens. Médio - 2ª série
983,24694,2013,4,53.0,Privada conveniada sem fins lucrativos,Ens. Médio - 3ª série
984,763,2013,4,54.0,Privada conveniada sem fins lucrativos,Ens. Médio - 4ª série
985,22097,2013,4,71.0,Privada conveniada sem fins lucrativos,Educação Profissional
986,15249,2013,5,,Privada conveniada com fins lucrativos,Não classificada
987,2290,2013,5,11.0,Privada conveniada com fins lucrativos,Creche - Menor de 1 ano
988,6867,2013,5,12.0,Privada conveniada com fins lucrativos,Creche - 1 ano
989,15850,2013,5,13.0,Privada conveniada com fins lucrativos,Creche - 2 anos
990,26500,2013,5,14.0,Privada conveniada com fins lucrativos,Creche - 3 anos
991,31311,2013,5,21.0,Privada conveniada com fins lucrativos,Pré-escola - 4 anos
992,30655,2013,5,22.0,Privada conveniada com fins lucrativos,Pré-escola - 5 anos
993,24766,2013,5,31.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1º Ano
994,27894,2013,5,32.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 1ª série/2º ano
995,27888,2013,5,33.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 2ª série/3º ano
996,26842,2013,5,34.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 3ª série/4º ano
997,25434,2013,5,35.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 4ª série/5º Ano
998,23921,2013,5,41.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 5ª série/6º ano
999,22834,2013,5,42.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 6ª série/7º ano
1000,22987,2013,5,43.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 7ª série/8º ano
1001,22417,2013,5,44.0,Privada conveniada com fins lucrativos,Ens. Fundamental - 8ª serie/9º ano
1002,22301,2013,5,51.0,Privada conveniada com fins lucrativos,Ens. Médio - 1ª série
1003,20307,2013,5,52.0,Privada conveniada com fins lucrativos,Ens. Médio - 2ª série
1004,17433,2013,5,53.0,Privada conveniada com fins lucrativos,Ens. Médio - 3ª série
1005,449,2013,5,54.0,Privada conveniada com fins lucrativos,Ens. Médio - 4ª série
1006,101,2013,5,61.0,Privada conveniada com fins lucrativos,EJA - anos iniciais do Ens. Fundamental
1007,119647,2013,5,71.0,Privada conveniada com fins lucrativos,Educação Profissional
1008,8500,2013,6,,Privada não conveniada sem fins lucrativos,Não classificada
1009,1115,2013,6,11.0,Privada não conveniada sem fins lucrativos,Creche - Menor de 1 ano
1010,4244,2013,6,12.0,Privada não conveniada sem fins lucrativos,Creche - 1 ano
1011,12552,2013,6,13.0,Privada não conveniada sem fins lucrativos,Creche - 2 anos
1012,20742,2013,6,14.0,Privada não conveniada sem fins lucrativos,Creche - 3 anos
1013,27549,2013,6,21.0,Privada não conveniada sem fins lucrativos,Pré-escola - 4 anos
1014,33728,2013,6,22.0,Privada não conveniada sem fins lucrativos,Pré-escola - 5 anos
