,state_id,year,state_abbreviation,valor,sphere_adm_id,financial_data_id,state_name
1434,25,2017,PB,12980274.1,1,1,Paraíba
1435,25,2017,PB,2994004.1,1,1,Paraíba
1436,25,2017,PB,8520844.3,1,1,Paraíba
1437,25,2017,PB,5735359.5,1,1,Paraíba
1438,25,2017,PB,3134888.8,1,1,Paraíba
1439,25,2017,PB,2495456.6,1,1,Paraíba
1440,25,2017,PB,6505386.8,1,1,Paraíba
1441,25,2017,PB,3705390.9,1,1,Paraíba
1442,25,2017,PB,4080980.8,1,1,Paraíba
1443,25,2017,PB,3334078.7,1,1,Paraíba
1444,25,2017,PB,57995440.6,1,1,Paraíba
1445,25,2017,PB,3168339.6,1,1,Paraíba
1446,25,2017,PB,2277169.6,1,1,Paraíba
1447,25,2017,PB,21597344.4,1,1,Paraíba
1448,25,2017,PB,2979176.4,1,1,Paraíba
1449,25,2017,PB,2076887.7,1,1,Paraíba
1450,25,2017,PB,2634879.6,1,1,Paraíba
1451,25,2017,PB,2720550.9,1,1,Paraíba
1452,25,2017,PB,3121603.5,1,1,Paraíba
1453,25,2017,PB,4187672.7,1,1,Paraíba
1454,25,2017,PB,4905695.1,1,1,Paraíba
1455,25,2017,PB,4249573.1,1,1,Paraíba
1456,25,2017,PB,2551178.1,1,1,Paraíba
1457,25,2017,PB,5141129.0,1,1,Paraíba
1458,25,2017,PB,9846058.5,1,1,Paraíba
1459,25,2017,PB,2603699.6,1,1,Paraíba
1460,25,2017,PB,3068491.2,1,1,Paraíba
1461,25,2017,PB,2373755.9,1,1,Paraíba
1462,25,2017,PB,3979106.4,1,1,Paraíba
1463,25,2017,PB,1914137.5,1,1,Paraíba
1464,25,2017,PB,6404693.7,1,1,Paraíba
1465,25,2017,PB,4998749.9,1,1,Paraíba
1466,25,2017,PB,6380514.8,1,1,Paraíba
1467,25,2017,PB,2827288.5,1,1,Paraíba
1468,25,2017,PB,24417516.9,1,1,Paraíba
1469,25,2017,PB,5896713.2,1,1,Paraíba
1470,25,2017,PB,2923010.8,1,1,Paraíba
1471,25,2017,PB,2857973.0,1,1,Paraíba
1472,25,2017,PB,3412804.1,1,1,Paraíba
1473,25,2017,PB,2618707.9,1,1,Paraíba
1474,25,2017,PB,3751352.0,1,1,Paraíba
1475,25,2017,PB,6366083.4,1,1,Paraíba
1476,25,2017,PB,12686918.7,1,1,Paraíba
1477,25,2017,PB,7410769.6,1,1,Paraíba
1478,25,2017,PB,2757688.9,1,1,Paraíba
1479,25,2017,PB,10576258.0,1,1,Paraíba
1480,25,2017,PB,6418225.1,1,1,Paraíba
1481,25,2017,PB,6657715.0,1,1,Paraíba
1482,25,2017,PB,9965738.1,1,1,Paraíba
1483,25,2017,PB,8678886.6,1,1,Paraíba
1484,25,2017,PB,3057423.9,1,1,Paraíba
1485,25,2017,PB,4833920.8,1,1,Paraíba
1486,25,2017,PB,6789349.0,1,1,Paraíba
1487,25,2017,PB,6486450.9,1,1,Paraíba
1488,25,2017,PB,2348698.0,1,1,Paraíba
1489,25,2017,PB,2765932.0,1,1,Paraíba
1490,25,2017,PB,2454095.4,1,1,Paraíba
1491,26,2017,PE,28024879.2,1,1,Pernambuco
1492,26,2017,PE,22879266.7,1,1,Pernambuco
1493,26,2017,PE,13450519.5,1,1,Pernambuco
1494,26,2017,PE,18000946.0,1,1,Pernambuco
1495,26,2017,PE,20029759.7,1,1,Pernambuco
1496,26,2017,PE,30722571.9,1,1,Pernambuco
1497,26,2017,PE,11295496.4,1,1,Pernambuco
1498,26,2017,PE,19972143.0,1,1,Pernambuco
1499,26,2017,PE,10378353.5,1,1,Pernambuco
1500,26,2017,PE,13260002.6,1,1,Pernambuco
1501,26,2017,PE,8769935.5,1,1,Pernambuco
1502,26,2017,PE,13480278.7,1,1,Pernambuco
1503,26,2017,PE,46579246.8,1,1,Pernambuco
1504,26,2017,PE,29075938.3,1,1,Pernambuco
1505,26,2017,PE,8309368.1,1,1,Pernambuco
1506,26,2017,PE,24122610.8,1,1,Pernambuco
1507,26,2017,PE,8818107.9,1,1,Pernambuco
1508,26,2017,PE,13046691.0,1,1,Pernambuco
1509,26,2017,PE,51101126.9,1,1,Pernambuco
1510,26,2017,PE,10333028.4,1,1,Pernambuco
1511,26,2017,PE,43938860.4,1,1,Pernambuco
1512,26,2017,PE,24689684.6,1,1,Pernambuco
1513,26,2017,PE,34566607.2,1,1,Pernambuco
1514,26,2017,PE,24979007.9,1,1,Pernambuco
1515,26,2017,PE,27980563.1,1,1,Pernambuco
1516,26,2017,PE,12077450.2,1,1,Pernambuco
1517,26,2017,PE,6439641.5,1,1,Pernambuco
1518,26,2017,PE,36263868.2,1,1,Pernambuco
1519,26,2017,PE,8145433.1,1,1,Pernambuco
1520,26,2017,PE,36691747.5,1,1,Pernambuco
1521,26,2017,PE,153215232.8,1,1,Pernambuco
1522,26,2017,PE,22037432.2,1,1,Pernambuco
1523,26,2017,PE,10368849.1,1,1,Pernambuco
1524,26,2017,PE,21424720.2,1,1,Pernambuco
1525,26,2017,PE,8484101.5,1,1,Pernambuco
1526,26,2017,PE,5869372.5,1,1,Pernambuco
1527,26,2017,PE,42535124.9,1,1,Pernambuco
1528,26,2017,PE,11643959.3,1,1,Pernambuco
1529,26,2017,PE,6883788.4,1,1,Pernambuco
1530,26,2017,PE,16521285.2,1,1,Pernambuco
1531,26,2017,PE,14385205.6,1,1,Pernambuco
1532,26,2017,PE,15480993.0,1,1,Pernambuco
1533,26,2017,PE,7577886.1,1,1,Pernambuco
1534,26,2017,PE,31220701.3,1,1,Pernambuco
1535,26,2017,PE,174868872.7,1,1,Pernambuco
1536,26,2017,PE,11439574.1,1,1,Pernambuco
1537,26,2017,PE,29070134.9,1,1,Pernambuco
1538,26,2017,PE,8256875.6,1,1,Pernambuco
1539,26,2017,PE,9862953.8,1,1,Pernambuco
1540,26,2017,PE,15579315.8,1,1,Pernambuco
1541,26,2017,PE,15496074.7,1,1,Pernambuco
1542,26,2017,PE,15270517.0,1,1,Pernambuco
1543,26,2017,PE,12086158.1,1,1,Pernambuco
1544,26,2017,PE,10522056.1,1,1,Pernambuco
1545,26,2017,PE,15196481.1,1,1,Pernambuco
1546,26,2017,PE,20922635.4,1,1,Pernambuco
1547,26,2017,PE,13451755.5,1,1,Pernambuco
1548,26,2017,PE,37195591.0,1,1,Pernambuco
1549,26,2017,PE,22855849.4,1,1,Pernambuco
1550,26,2017,PE,13343192.8,1,1,Pernambuco
1551,26,2017,PE,7773520.1,1,1,Pernambuco
1552,26,2017,PE,13298137.9,1,1,Pernambuco
1553,26,2017,PE,22306497.4,1,1,Pernambuco
1554,26,2017,PE,9637970.3,1,1,Pernambuco
1555,26,2017,PE,15031716.0,1,1,Pernambuco
1556,26,2017,PE,69445242.8,1,1,Pernambuco
1557,26,2017,PE,16050216.2,1,1,Pernambuco
1558,26,2017,PE,48490623.5,1,1,Pernambuco
1559,26,2017,PE,6505361.1,1,1,Pernambuco
1560,26,2017,PE,39781865.6,1,1,Pernambuco
1561,26,2017,PE,17630585.8,1,1,Pernambuco
1562,26,2017,PE,15469995.6,1,1,Pernambuco
1563,26,2017,PE,5617715.3,1,1,Pernambuco
1564,26,2017,PE,53205185.5,1,1,Pernambuco
1565,26,2017,PE,8178666.6,1,1,Pernambuco
1566,26,2017,PE,14001349.5,1,1,Pernambuco
1567,26,2017,PE,4268470.5,1,1,Pernambuco
1568,26,2017,PE,129159271.7,1,1,Pernambuco
1569,26,2017,PE,21574796.1,1,1,Pernambuco
1570,26,2017,PE,5416701.3,1,1,Pernambuco
1571,26,2017,PE,21379139.8,1,1,Pernambuco
1572,26,2017,PE,9873740.5,1,1,Pernambuco
1573,26,2017,PE,20980855.7,1,1,Pernambuco
1574,26,2017,PE,9904459.9,1,1,Pernambuco
1575,26,2017,PE,16415420.1,1,1,Pernambuco
1576,26,2017,PE,10258027.8,1,1,Pernambuco
1577,26,2017,PE,281273559.6,1,1,Pernambuco
1578,26,2017,PE,11322915.4,1,1,Pernambuco
1579,26,2017,PE,14679348.1,1,1,Pernambuco
1580,26,2017,PE,6793952.0,1,1,Pernambuco
1581,26,2017,PE,20628468.2,1,1,Pernambuco
1582,26,2017,PE,13183372.4,1,1,Pernambuco
1583,26,2017,PE,11062831.4,1,1,Pernambuco
1584,26,2017,PE,14247321.9,1,1,Pernambuco
1585,26,2017,PE,12287642.2,1,1,Pernambuco
1586,26,2017,PE,10405458.9,1,1,Pernambuco
1587,26,2017,PE,13568048.5,1,1,Pernambuco
1588,26,2017,PE,12774049.0,1,1,Pernambuco
1589,26,2017,PE,11460269.8,1,1,Pernambuco
1590,26,2017,PE,17456343.5,1,1,Pernambuco
1591,26,2017,PE,34316284.4,1,1,Pernambuco
1592,26,2017,PE,23997764.6,1,1,Pernambuco
1593,26,2017,PE,14630727.5,1,1,Pernambuco
1594,26,2017,PE,8590808.4,1,1,Pernambuco
1595,26,2017,PE,18251580.2,1,1,Pernambuco
1596,26,2017,PE,9532092.9,1,1,Pernambuco
1597,26,2017,PE,10055341.4,1,1,Pernambuco
1598,26,2017,PE,29395773.3,1,1,Pernambuco
1599,26,2017,PE,12463540.1,1,1,Pernambuco
1600,26,2017,PE,113074103.3,1,1,Pernambuco
1601,26,2017,PE,19913987.8,1,1,Pernambuco
1602,26,2017,PE,12821732.4,1,1,Pernambuco
1603,26,2017,PE,40236586.2,1,1,Pernambuco
1604,26,2017,PE,33395983.1,1,1,Pernambuco
1605,26,2017,PE,6983387.4,1,1,Pernambuco
1606,26,2017,PE,23869590.4,1,1,Pernambuco
1607,26,2017,PE,12157666.5,1,1,Pernambuco
1608,26,2017,PE,14112799.8,1,1,Pernambuco
1609,26,2017,PE,19130158.5,1,1,Pernambuco
1610,26,2017,PE,33009372.9,1,1,Pernambuco
1611,26,2017,PE,84953587.3,1,1,Pernambuco
1612,26,2017,PE,14160616.6,1,1,Pernambuco
1613,26,2017,PE,37049558.1,1,1,Pernambuco
1614,26,2017,PE,27313505.4,1,1,Pernambuco
1615,26,2017,PE,200855513.3,1,1,Pernambuco
1616,26,2017,PE,9349955.5,1,1,Pernambuco
1617,26,2017,PE,18415376.8,1,1,Pernambuco
1618,26,2017,PE,8687278.1,1,1,Pernambuco
1619,26,2017,PE,20576173.5,1,1,Pernambuco
1620,26,2017,PE,7788006.9,1,1,Pernambuco
1621,26,2017,PE,812288886.6,1,1,Pernambuco
1622,26,2017,PE,15006105.8,1,1,Pernambuco
1623,26,2017,PE,22466970.3,1,1,Pernambuco
1624,26,2017,PE,19298638.3,1,1,Pernambuco
1625,26,2017,PE,8411329.8,1,1,Pernambuco
1626,26,2017,PE,5322052.2,1,1,Pernambuco
1627,26,2017,PE,32548132.5,1,1,Pernambuco
1628,26,2017,PE,13901144.3,1,1,Pernambuco
1629,26,2017,PE,14048851.5,1,1,Pernambuco
1630,26,2017,PE,12762437.0,1,1,Pernambuco
1631,26,2017,PE,7776707.6,1,1,Pernambuco
1632,26,2017,PE,48438364.4,1,1,Pernambuco
1633,26,2017,PE,11417576.6,1,1,Pernambuco
1634,26,2017,PE,32608364.7,1,1,Pernambuco
1635,26,2017,PE,9964997.2,1,1,Pernambuco
1636,26,2017,PE,7944259.3,1,1,Pernambuco
1637,26,2017,PE,9260672.0,1,1,Pernambuco
1638,26,2017,PE,38433270.0,1,1,Pernambuco
1639,26,2017,PE,23473970.4,1,1,Pernambuco
1640,26,2017,PE,17909406.5,1,1,Pernambuco
1641,26,2017,PE,15802591.5,1,1,Pernambuco
1642,26,2017,PE,15635636.3,1,1,Pernambuco
1643,26,2017,PE,21222306.3,1,1,Pernambuco
1644,26,2017,PE,20259776.8,1,1,Pernambuco
1645,26,2017,PE,48278917.8,1,1,Pernambuco
1646,26,2017,PE,12723599.0,1,1,Pernambuco
1647,26,2017,PE,47989867.5,1,1,Pernambuco
1648,26,2017,PE,15677515.8,1,1,Pernambuco
1649,26,2017,PE,18602598.6,1,1,Pernambuco
1650,26,2017,PE,26435130.5,1,1,Pernambuco
1651,26,2017,PE,7930286.8,1,1,Pernambuco
1652,26,2017,PE,4829065.9,1,1,Pernambuco
1653,26,2017,PE,34139238.2,1,1,Pernambuco
1654,26,2017,PE,17318222.2,1,1,Pernambuco
1655,26,2017,PE,8297540.7,1,1,Pernambuco
1656,26,2017,PE,15878688.0,1,1,Pernambuco
1657,26,2017,PE,19611878.6,1,1,Pernambuco
1658,26,2017,PE,15575783.9,1,1,Pernambuco
1659,26,2017,PE,5492428.0,1,1,Pernambuco
1660,26,2017,PE,6896554.5,1,1,Pernambuco
1661,26,2017,PE,29326882.2,1,1,Pernambuco
1662,26,2017,PE,28247792.7,1,1,Pernambuco
1663,26,2017,PE,6985284.5,1,1,Pernambuco
1664,26,2017,PE,23832842.2,1,1,Pernambuco
1665,26,2017,PE,10284271.9,1,1,Pernambuco
1666,26,2017,PE,20425443.4,1,1,Pernambuco
1667,26,2017,PE,6761281.1,1,1,Pernambuco
1668,26,2017,PE,11832500.6,1,1,Pernambuco
1669,26,2017,PE,7460553.5,1,1,Pernambuco
1670,26,2017,PE,6318327.3,1,1,Pernambuco
1671,26,2017,PE,13563335.5,1,1,Pernambuco
1672,26,2017,PE,18823774.9,1,1,Pernambuco
1673,26,2017,PE,70816156.2,1,1,Pernambuco
1674,26,2017,PE,15541806.5,1,1,Pernambuco
1675,27,2017,AL,19369209.1,1,1,Alagoas
1676,27,2017,AL,11899325.6,1,1,Alagoas
1677,27,2017,AL,128705129.8,1,1,Alagoas
1678,27,2017,AL,33889338.6,1,1,Alagoas
1679,27,2017,AL,12305879.9,1,1,Alagoas
1680,27,2017,AL,9166490.8,1,1,Alagoas
1681,27,2017,AL,13519066.8,1,1,Alagoas
1682,27,2017,AL,4326235.6,1,1,Alagoas
1683,27,2017,AL,6857700.7,1,1,Alagoas
1684,27,2017,AL,19387468.2,1,1,Alagoas
1685,27,2017,AL,10808511.6,1,1,Alagoas
1686,27,2017,AL,10030285.9,1,1,Alagoas
1687,27,2017,AL,18591534.6,1,1,Alagoas
1688,27,2017,AL,7319365.8,1,1,Alagoas
1689,27,2017,AL,35145630.8,1,1,Alagoas
1690,27,2017,AL,17706912.0,1,1,Alagoas
1691,27,2017,AL,17638168.3,1,1,Alagoas
1692,27,2017,AL,5994850.3,1,1,Alagoas
1693,27,2017,AL,9190633.3,1,1,Alagoas
1694,27,2017,AL,5522541.6,1,1,Alagoas
1695,27,2017,AL,48889231.7,1,1,Alagoas
1696,27,2017,AL,20385673.9,1,1,Alagoas
1697,27,2017,AL,31973169.4,1,1,Alagoas
1698,27,2017,AL,13213177.4,1,1,Alagoas
1699,27,2017,AL,13537373.9,1,1,Alagoas
1700,27,2017,AL,18209882.7,1,1,Alagoas
1701,27,2017,AL,3989031.8,1,1,Alagoas
1702,27,2017,AL,12136205.8,1,1,Alagoas
1703,27,2017,AL,35480818.7,1,1,Alagoas
1704,27,2017,AL,12288689.6,1,1,Alagoas
1705,27,2017,AL,16964372.8,1,1,Alagoas
1706,27,2017,AL,17790388.5,1,1,Alagoas
1707,27,2017,AL,12690065.5,1,1,Alagoas
1708,27,2017,AL,6023470.4,1,1,Alagoas
1709,27,2017,AL,7696567.0,1,1,Alagoas
1710,27,2017,AL,5802639.6,1,1,Alagoas
1711,27,2017,AL,10529549.9,1,1,Alagoas
1712,27,2017,AL,17603288.6,1,1,Alagoas
1713,27,2017,AL,5014935.1,1,1,Alagoas
1714,27,2017,AL,21680165.0,1,1,Alagoas
1715,27,2017,AL,14727252.2,1,1,Alagoas
1716,27,2017,AL,21616367.7,1,1,Alagoas
1717,27,2017,AL,316697194.1,1,1,Alagoas
1718,27,2017,AL,16900849.6,1,1,Alagoas
1719,27,2017,AL,23089437.6,1,1,Alagoas
1720,27,2017,AL,11293693.2,1,1,Alagoas
1721,27,2017,AL,42743578.3,1,1,Alagoas
1722,27,2017,AL,7488079.7,1,1,Alagoas
1723,27,2017,AL,3403442.6,1,1,Alagoas
1724,27,2017,AL,21738010.3,1,1,Alagoas
1725,27,2017,AL,17105190.5,1,1,Alagoas
1726,27,2017,AL,15859778.3,1,1,Alagoas
1727,27,2017,AL,5032998.6,1,1,Alagoas
1728,27,2017,AL,6710712.4,1,1,Alagoas
1729,27,2017,AL,22628304.3,1,1,Alagoas
1730,27,2017,AL,9418079.8,1,1,Alagoas
1731,27,2017,AL,15310699.5,1,1,Alagoas
1732,27,2017,AL,7473268.6,1,1,Alagoas
1733,27,2017,AL,6095678.0,1,1,Alagoas
1734,27,2017,AL,10517170.1,1,1,Alagoas
1735,27,2017,AL,10290079.4,1,1,Alagoas
1736,27,2017,AL,5060110.0,1,1,Alagoas
1737,27,2017,AL,46657534.7,1,1,Alagoas
1738,27,2017,AL,21770091.3,1,1,Alagoas
1739,27,2017,AL,8530547.9,1,1,Alagoas
1740,27,2017,AL,10294076.5,1,1,Alagoas
1741,27,2017,AL,13681921.0,1,1,Alagoas
1742,27,2017,AL,5689955.1,1,1,Alagoas
1743,27,2017,AL,13664231.2,1,1,Alagoas
1744,27,2017,AL,23793207.5,1,1,Alagoas
1745,27,2017,AL,2774902.2,1,1,Alagoas
1746,27,2017,AL,22679997.0,1,1,Alagoas
1747,27,2017,AL,13321900.1,1,1,Alagoas
1748,27,2017,AL,23663906.5,1,1,Alagoas
1749,27,2017,AL,10056577.4,1,1,Alagoas
1750,27,2017,AL,11523567.5,1,1,Alagoas
1751,27,2017,AL,11499629.8,1,1,Alagoas
1752,27,2017,AL,44812201.7,1,1,Alagoas
1753,27,2017,AL,8662126.1,1,1,Alagoas
1754,27,2017,AL,26342720.7,1,1,Alagoas
1755,27,2017,AL,9598766.3,1,1,Alagoas
1756,27,2017,AL,6069381.1,1,1,Alagoas
1757,27,2017,AL,16264426.9,1,1,Alagoas
1758,27,2017,AL,29054010.1,1,1,Alagoas
1759,27,2017,AL,26133804.8,1,1,Alagoas
1760,27,2017,AL,38380772.9,1,1,Alagoas
1761,27,2017,AL,8547069.9,1,1,Alagoas
1762,27,2017,AL,27930127.1,1,1,Alagoas
1763,27,2017,AL,10547849.6,1,1,Alagoas
1764,27,2017,AL,13453241.1,1,1,Alagoas
1765,27,2017,AL,5405087.2,1,1,Alagoas
1766,27,2017,AL,19015410.4,1,1,Alagoas
1767,27,2017,AL,22375961.0,1,1,Alagoas
1768,27,2017,AL,47053013.9,1,1,Alagoas
1769,27,2017,AL,18912926.3,1,1,Alagoas
1770,28,2017,SE,2547732.0,1,1,Sergipe
1771,28,2017,SE,11766062.9,1,1,Sergipe
1772,28,2017,SE,274225724.9,1,1,Sergipe
1773,28,2017,SE,11136645.5,1,1,Sergipe
1774,28,2017,SE,15934548.7,1,1,Sergipe
1775,28,2017,SE,21109419.5,1,1,Sergipe
1776,28,2017,SE,17449342.5,1,1,Sergipe
1777,28,2017,SE,6621224.1,1,1,Sergipe
1778,28,2017,SE,11180369.5,1,1,Sergipe
1779,28,2017,SE,3489205.0,1,1,Sergipe
1780,28,2017,SE,32006616.5,1,1,Sergipe
1781,28,2017,SE,23898029.9,1,1,Sergipe
1782,28,2017,SE,16657820.6,1,1,Sergipe
1783,28,2017,SE,17085529.5,1,1,Sergipe
1784,28,2017,SE,3886321.2,1,1,Sergipe
1785,28,2017,SE,18532157.1,1,1,Sergipe
1786,28,2017,SE,2972371.4,1,1,Sergipe
1787,28,2017,SE,6037633.0,1,1,Sergipe
1788,28,2017,SE,50293021.1,1,1,Sergipe
1789,28,2017,SE,4469416.8,1,1,Sergipe
1790,28,2017,SE,8781611.6,1,1,Sergipe
1791,28,2017,SE,7977645.2,1,1,Sergipe
1792,28,2017,SE,2786530.9,1,1,Sergipe
1793,28,2017,SE,4170705.7,1,1,Sergipe
1794,28,2017,SE,8139343.8,1,1,Sergipe
1795,28,2017,SE,17165623.6,1,1,Sergipe
1796,28,2017,SE,42469085.4,1,1,Sergipe
1797,28,2017,SE,35218396.9,1,1,Sergipe
1798,28,2017,SE,3345828.9,1,1,Sergipe
1799,28,2017,SE,26853158.1,1,1,Sergipe
1800,28,2017,SE,16175730.0,1,1,Sergipe
1801,28,2017,SE,11608328.8,1,1,Sergipe
1802,28,2017,SE,63223449.3,1,1,Sergipe
1803,28,2017,SE,24066529.9,1,1,Sergipe
1804,28,2017,SE,5224647.2,1,1,Sergipe
1805,28,2017,SE,4495375.3,1,1,Sergipe
1806,28,2017,SE,8545694.1,1,1,Sergipe
1807,28,2017,SE,11973900.8,1,1,Sergipe
1808,28,2017,SE,7515377.1,1,1,Sergipe
1809,28,2017,SE,9679288.8,1,1,Sergipe
1810,28,2017,SE,6097320.9,1,1,Sergipe
1811,28,2017,SE,12530827.2,1,1,Sergipe
1812,28,2017,SE,6127801.9,1,1,Sergipe
1813,28,2017,SE,24993273.9,1,1,Sergipe
1814,28,2017,SE,18290014.7,1,1,Sergipe
1815,28,2017,SE,3798285.9,1,1,Sergipe
1816,28,2017,SE,68855780.3,1,1,Sergipe
1817,28,2017,SE,12776562.7,1,1,Sergipe
1818,28,2017,SE,3091963.6,1,1,Sergipe
1819,28,2017,SE,7620173.8,1,1,Sergipe
1820,28,2017,SE,5301917.7,1,1,Sergipe
1821,28,2017,SE,14229350.2,1,1,Sergipe
1822,28,2017,SE,27864415.2,1,1,Sergipe
1823,28,2017,SE,14665846.4,1,1,Sergipe
1824,28,2017,SE,19797521.7,1,1,Sergipe
1825,28,2017,SE,11625667.0,1,1,Sergipe
1826,28,2017,SE,16077972.2,1,1,Sergipe
1827,28,2017,SE,8029266.5,1,1,Sergipe
1828,28,2017,SE,9352835.1,1,1,Sergipe
1829,28,2017,SE,11014111.9,1,1,Sergipe
1830,28,2017,SE,12613471.7,1,1,Sergipe
1831,28,2017,SE,17429992.5,1,1,Sergipe
1832,28,2017,SE,5681758.6,1,1,Sergipe
1833,28,2017,SE,4927351.9,1,1,Sergipe
1834,28,2017,SE,7016750.2,1,1,Sergipe
1835,28,2017,SE,29688186.1,1,1,Sergipe
1836,28,2017,SE,7226089.6,1,1,Sergipe
1837,28,2017,SE,3531972.9,1,1,Sergipe
1838,28,2017,SE,3567844.9,1,1,Sergipe
1839,28,2017,SE,25191095.5,1,1,Sergipe
1840,28,2017,SE,7054645.3,1,1,Sergipe
1841,28,2017,SE,3132756.3,1,1,Sergipe
1842,28,2017,SE,33460816.8,1,1,Sergipe
1843,28,2017,SE,11059528.9,1,1,Sergipe
1844,28,2017,SE,19182649.2,1,1,Sergipe
1845,29,2017,BA,4754605.0,1,1,Bahia
1846,29,2017,BA,17155629.0,1,1,Bahia
1847,29,2017,BA,11593114.2,1,1,Bahia
1848,29,2017,BA,10457801.3,1,1,Bahia
1849,29,2017,BA,14132917.4,1,1,Bahia
1850,29,2017,BA,7664733.8,1,1,Bahia
1851,29,2017,BA,5542814.3,1,1,Bahia
1852,29,2017,BA,68598096.9,1,1,Bahia
1853,29,2017,BA,22088913.7,1,1,Bahia
1854,29,2017,BA,4658986.7,1,1,Bahia
1855,29,2017,BA,18024194.0,1,1,Bahia
1856,29,2017,BA,17015789.3,1,1,Bahia
1857,29,2017,BA,15395413.6,1,1,Bahia
1858,29,2017,BA,21904066.5,1,1,Bahia
1859,29,2017,BA,12329771.7,1,1,Bahia
1860,29,2017,BA,11611688.0,1,1,Bahia
1861,29,2017,BA,11778737.6,1,1,Bahia
1862,29,2017,BA,7528024.5,1,1,Bahia
1863,29,2017,BA,9156961.6,1,1,Bahia
1864,29,2017,BA,9948892.5,1,1,Bahia
1865,29,2017,BA,8808900.8,1,1,Bahia
1866,29,2017,BA,14343205.3,1,1,Bahia
1867,29,2017,BA,8409716.3,1,1,Bahia
1868,29,2017,BA,11947132.7,1,1,Bahia
1869,29,2017,BA,11922558.4,1,1,Bahia
1870,29,2017,BA,48208806.1,1,1,Bahia
1871,29,2017,BA,5404993.6,1,1,Bahia
1872,29,2017,BA,9432099.8,1,1,Bahia
1873,29,2017,BA,5770399.5,1,1,Bahia
1874,29,2017,BA,10871512.9,1,1,Bahia
1875,29,2017,BA,11081962.2,1,1,Bahia
1876,29,2017,BA,15196010.8,1,1,Bahia
1877,29,2017,BA,9183245.5,1,1,Bahia
1878,29,2017,BA,51529921.2,1,1,Bahia
1879,29,2017,BA,18406401.3,1,1,Bahia
1880,29,2017,BA,31249310.2,1,1,Bahia
1881,29,2017,BA,10449156.0,1,1,Bahia
1882,29,2017,BA,5614785.4,1,1,Bahia
1883,29,2017,BA,96718365.6,1,1,Bahia
1884,29,2017,BA,11348030.4,1,1,Bahia
1885,29,2017,BA,12874480.2,1,1,Bahia
1886,29,2017,BA,7814780.3,1,1,Bahia
1887,29,2017,BA,21137530.9,1,1,Bahia
1888,29,2017,BA,13748373.9,1,1,Bahia
1889,29,2017,BA,14159321.3,1,1,Bahia
1890,29,2017,BA,12127919.4,1,1,Bahia
1891,29,2017,BA,15653306.3,1,1,Bahia
1892,29,2017,BA,53772855.4,1,1,Bahia
1893,29,2017,BA,8609928.8,1,1,Bahia
1894,29,2017,BA,8766715.7,1,1,Bahia
1895,29,2017,BA,15957515.3,1,1,Bahia
1896,29,2017,BA,14624978.5,1,1,Bahia
1897,29,2017,BA,15625796.8,1,1,Bahia
1898,29,2017,BA,12314858.8,1,1,Bahia
1899,29,2017,BA,6725576.7,1,1,Bahia
1900,29,2017,BA,9911900.0,1,1,Bahia
1901,29,2017,BA,41135356.8,1,1,Bahia
1902,29,2017,BA,9955880.6,1,1,Bahia
1903,29,2017,BA,18217468.5,1,1,Bahia
1904,29,2017,BA,7059836.4,1,1,Bahia
1905,29,2017,BA,16510243.2,1,1,Bahia
1906,29,2017,BA,17524932.0,1,1,Bahia
1907,29,2017,BA,13299106.2,1,1,Bahia
1908,29,2017,BA,9223820.0,1,1,Bahia
1909,29,2017,BA,8880774.9,1,1,Bahia
1910,29,2017,BA,34018940.2,1,1,Bahia
1911,29,2017,BA,15494789.5,1,1,Bahia
1912,29,2017,BA,19578245.5,1,1,Bahia
1913,29,2017,BA,11544407.5,1,1,Bahia
1914,29,2017,BA,18985499.3,1,1,Bahia
1915,29,2017,BA,214204919.9,1,1,Bahia
1916,29,2017,BA,30668502.3,1,1,Bahia
1917,29,2017,BA,21845776.0,1,1,Bahia
1918,29,2017,BA,56850774.0,1,1,Bahia
1919,29,2017,BA,8442274.3,1,1,Bahia
1920,29,2017,BA,20436848.9,1,1,Bahia
1921,29,2017,BA,21862662.9,1,1,Bahia
1922,29,2017,BA,5783777.9,1,1,Bahia
1923,29,2017,BA,69431308.9,1,1,Bahia
1924,29,2017,BA,8847112.7,1,1,Bahia
1925,29,2017,BA,23305857.7,1,1,Bahia
1926,29,2017,BA,30069489.6,1,1,Bahia
1927,29,2017,BA,10444633.5,1,1,Bahia
1928,29,2017,BA,6977239.0,1,1,Bahia
1929,29,2017,BA,20651254.1,1,1,Bahia
1930,29,2017,BA,8180674.6,1,1,Bahia
1931,29,2017,BA,21464084.3,1,1,Bahia
1932,29,2017,BA,8684717.2,1,1,Bahia
1933,29,2017,BA,25228394.4,1,1,Bahia
1934,29,2017,BA,54408078.0,1,1,Bahia
1935,29,2017,BA,19429517.5,1,1,Bahia
1936,29,2017,BA,3984696.1,1,1,Bahia
1937,29,2017,BA,28135871.8,1,1,Bahia
1938,29,2017,BA,6220385.5,1,1,Bahia
1939,29,2017,BA,12937141.2,1,1,Bahia
1940,29,2017,BA,9889822.4,1,1,Bahia
1941,29,2017,BA,19067616.3,1,1,Bahia
1942,29,2017,BA,12786993.7,1,1,Bahia
1943,29,2017,BA,13676417.2,1,1,Bahia
1944,29,2017,BA,15674798.2,1,1,Bahia
1945,29,2017,BA,13086605.1,1,1,Bahia
1946,29,2017,BA,6943912.3,1,1,Bahia
1947,29,2017,BA,34015729.5,1,1,Bahia
